"SYMBOL","OPEN","HIGH","LOW","CLOSE","PREVCLOSE","TOTTRDQTY","TOTTRDVAL","TIMESTAMP","TOTALTRADES","HI_52_WK","LO_52_WK"
"NIFTY MICROCAP250",23604.15,23710.9,23456.2,23684.65,23555.5,0,0,2025-08-04,0,26476.9,5802.95
"NIFTY IND DIGITAL",8735.15,8840.5,8683.4,8835.5,8740.45,0,0,2025-08-04,0,10152.15,4755.25
"Nifty Tata 25 Cap",14419.5,14615.5,14341.1,14606.9,14375.05,0,0,2025-08-04,0,18764.95,9887.45
"Nifty MidSml Hlth",44524.9,44595.05,44065.2,44502.35,44474.1,0,0,2025-08-04,0,46103.35,20019.15
"Nifty Multi Mfg",14835.4,15022.25,14814.4,15012.95,14806.15,0,0,2025-08-04,0,16253.65,8394.35
"Nifty Multi Infra",13832.85,13952.1,13781.65,13937.8,13803.85,0,0,2025-08-04,0,15154.1,8010.1
"BHARATBOND-APR30",1539.33,1539.6,1539.3,1539.6,1539.03,0,0,2025-08-04,0,0,0
"BHARATBOND-APR31",1403.81,1403.91,1403.77,1403.77,1403.54,0,0,2025-08-04,0,0,0
"BHARATBOND-APR32",1279.99,1280.4,1279.98,1280.4,1279.75,0,0,2025-08-04,0,0,0
"BHARATBOND-APR33",1244.86,1245.36,1244.85,1245.36,1244.62,0,0,2025-08-04,0,0,0
"Nifty Ind Defence",7628.3,7826.95,7604,7808.15,7615.6,0,0,2025-08-04,0,9195.15,3374.95
"Nifty Ind Tourism",9061.95,9125.35,9018.1,9112.85,9043.5,0,0,2025-08-04,0,9497.2,6058.05
"Nifty Capital Mkt",4322.25,4421.45,4311,4415.35,4303.6,0,0,2025-08-04,0,4768,2009.6
"Nifty500Momentm50",51197.05,51831.35,51105.3,51773.55,51185.35,0,0,2025-08-04,0,0,0
"NiftyMS400 MQ 100",48071.15,48588.2,47921.95,48544.35,48024.95,0,0,2025-08-04,0,0,0
"NiftySml250MQ 100",45003,45533.65,44759.65,45467.75,44872.85,0,0,2025-08-04,0,0,0
"Nifty Top 10 EW",9414.6,9464.1,9384.7,9458.7,9400.25,0,0,2025-08-04,0,0,0
"Nifty AQL 30",21944.4,22119.55,21917.7,22101.6,21924.85,0,0,2025-08-04,0,0,0
"Nifty AQLV 30",20202.05,20354.45,20159.9,20342.7,20184.05,0,0,2025-08-04,0,0,0
"Nifty EV",2867.3,2907.7,2860.4,2905.75,2864.75,0,0,2025-08-04,0,0,0
"Nifty HighBeta 50",3598.05,3668.95,3590.65,3663.8,3590.1,0,0,2025-08-04,0,0,0
"Nifty New Consump",11514.55,11625.8,11471.35,11619.95,11492.1,0,0,2025-08-04,0,0,0
"Nifty Corp MAATR",35408.55,35940.7,35278.25,35912.5,35308.2,0,0,2025-08-04,0,0,0
"Nifty Low Vol 50",24572.05,24709,24520.6,24694.35,24541.15,0,0,2025-08-04,0,0,0
"Nifty Mobility",20648.25,20932.4,20592.3,20915.1,20623.15,0,0,2025-08-04,0,0,0
"Nifty Qlty LV 30",16826.9,16937.35,16797.25,16929.85,16808.8,0,0,2025-08-04,0,0,0
"Nifty Sml250 Q50",26724.8,27004.8,26582.9,26973.8,26687.9,0,0,2025-08-04,0,0,0
"Nifty Top 15 EW",10049.35,10103,10031.5,10097.25,10038.5,0,0,2025-08-04,0,0,0
"Nifty100 Alpha 30",17951.9,18125.7,17904.05,18114.15,17930.6,0,0,2025-08-04,0,0,0
"Nifty100 Enh ESG",4868.35,4909.7,4856.85,4907.4,4865.35,0,0,2025-08-04,0,0,0
"Nifty200 Value 30",12600.3,12773.3,12581.45,12761.35,12585.05,0,0,2025-08-04,0,0,0
"Nifty500 EW",14063.85,14187.9,14015,14177.6,14040.1,0,0,2025-08-04,0,0,0
"Nifty Multi MQ 50",40787.55,41272.35,40680.75,41246.55,40725.5,0,0,2025-08-04,0,0,0
"Nifty500 Value 50",13648.65,13822.15,13619.65,13807.5,13626.95,0,0,2025-08-04,0,0,0
"Nifty Top 20 EW",8898.1,8952.1,8886.45,8948.25,8887.65,0,0,2025-08-04,0,0,0
"Nifty CoreHousing",15946.25,16152.8,15910.15,16132.25,15906.95,0,0,2025-08-04,0,17961.7,13680.9
"Nifty FinSerExBnk",28801.45,29304.5,28801.35,29276.7,28766.2,0,0,2025-08-04,0,31050.5,21702.4
"Nifty Housing",11309.5,11432.8,11290.5,11425.95,11290.2,0,0,2025-08-04,0,12386.3,9839.7
"Nifty IPO",2063.4,2083.05,2049.7,2081.45,2059.65,0,0,2025-08-04,0,2387.55,1617.15
"Nifty MS Fin Serv",17591.05,17996,17571.25,17983.25,17613.95,0,0,2025-08-04,0,19281.05,12407.95
"Nifty MS Ind Cons",19461.8,19643.65,19356.05,19628.4,19424.75,0,0,2025-08-04,0,21008.1,14493.4
"Nifty MS IT Telcm",9433.05,9574.8,9388.2,9562.45,9453.9,0,0,2025-08-04,0,11723.2,7836
"Nifty NonCyc Cons",16169.6,16229.45,16116.05,16216.3,16138.1,0,0,2025-08-04,0,18289.65,13081.55
"Nifty Rural",14732.5,14855.2,14723.15,14848.05,14702.8,0,0,2025-08-04,0,16370.1,12304.35
"Nifty Shariah 25",8011,8085.45,7987.15,8080.55,7999.85,0,0,2025-08-04,0,9449.55,7121.55
"Nifty Trans Logis",23174.4,23486.6,23113.6,23466.5,23147.65,0,0,2025-08-04,0,26170.5,16828.35
"Nifty50 Shariah",4546,4588.45,4528.3,4586.2,4543.15,0,0,2025-08-04,0,5677.9,4235.9
"Nifty500 LMS Eql",17488.65,17640.15,17434.75,17630.35,17464.95,0,0,2025-08-04,0,18838.1,14014.4
"Nifty500 Shariah",6962.6,7018.2,6938,7015.25,6956.3,0,0,2025-08-04,0,8238.85,6004.55
"Nifty500 Qlty50",18947.05,19125,18873.2,19112.25,18937.35,0,0,2025-08-04,0,0,0
"Nifty500 LowVol50",21118.55,21304.55,21100.9,21292.6,21128.5,0,0,2025-08-04,0,0,0
"Nifty500 MQVLv50",30259.8,30427.3,30156.9,30396.5,30246.8,0,0,2025-08-04,0,0,0
"Nifty 50",24720.25,24733.1,24590.3,24649.55,24722.75,2904520686,886554072405.17,2025-08-05,30174641,26277.35,21743.65
"NIFTY50 EQL Wgt",31042.75,31062.95,30881.3,30997.5,30998.8,0,0,2025-08-05,0,0,0
"NIFTY100 EQL Wgt",32322.65,32332.25,32111.3,32236.45,32284.2,0,0,2025-08-05,0,0,0
"NIFTY100 LowVol30",19980.2,19983.45,19852.3,19919.25,19969.85,0,0,2025-08-05,0,0,0
"NIFTY Alpha 50",51911.2,52028.95,51572.6,51728.45,51916.55,0,0,2025-08-05,0,0,0
"NIFTY MIDCAP 150",21346.4,21387.65,21207.1,21288.85,21329.4,0,0,2025-08-05,0,22515.4,17269.5
"NIFTY SMLCAP 50",8652.85,8677.8,8582.6,8619,8645.5,0,0,2025-08-05,0,9505.5,6776.05
"NIFTY SMLCAP 250",17056.4,17123.35,16937.1,16974.45,17028.65,0,0,2025-08-05,0,18688.3,13314.7
"NIFTY MIDSML 400",19816.05,19866.3,19684.25,19747.8,19794.45,0,0,2025-08-05,0,21177.6,15832.85
"NIFTY200 QUALTY30",20343.15,20347.3,20145.3,20261.35,20318.4,0,0,2025-08-05,0,0,0
"Nifty FinSrv25 50",28432.1,28456.35,28289.1,28392.4,28459.8,0,0,2025-08-05,0,0,0
"NIFTY AlphaLowVol",26285.85,26291.55,26117.95,26186,26261.85,0,0,2025-08-05,0,0,0
"Nifty200Momentm30",30236.6,30252.05,30039.35,30179.85,30233.2,0,0,2025-08-05,0,0,0
"Nifty100ESGSecLdr",4149.55,4151.05,4123.2,4133.9,4149.85,0,0,2025-08-05,0,0,0
"NIFTY100 ESG",4872,4872.5,4843.35,4860.45,4870.45,0,0,2025-08-05,0,0,0
"NIFTY M150 QLTY50",24359.5,24375.65,24164.85,24276.5,24313.15,0,0,2025-08-05,0,0,0
"NIFTY INDIA MFG",14219.5,14242,14139.7,14218.8,14207.85,0,0,2025-08-05,0,0,0
"Nifty200 Alpha 30",24859,24874.7,24644.55,24764.9,24850.9,0,0,2025-08-05,0,0,0
"NiftyM150Momntm50",61151.25,61255.35,60808.7,61111,61124.15,0,0,2025-08-05,0,0,0
"Nifty IT",35196.75,35196.75,34854.3,35034.5,35203.35,0,0,2025-08-05,0,46088.9,30918.95
"Nifty Next 50",66995.75,66996.25,66423.1,66762.05,66917.5,0,0,2025-08-05,0,77918,56192.45
"Nifty Bank",55545.05,55648.15,55202.85,55360.25,55619.35,0,0,2025-08-05,0,57628.4,47702.9
"NIFTY MIDCAP 100",57445.25,57526.35,56962.05,57206.85,57432.35,0,0,2025-08-05,0,60925.95,46865.7
"Nifty 500",22869.5,22878.1,22736.05,22798.5,22860.4,0,0,2025-08-05,0,24573.4,19519.85
"Nifty 100",25333.1,25335.2,25189,25257.95,25330.2,0,0,2025-08-05,0,27335.65,22177.35
"Nifty Midcap 50",16180.35,16186.75,16020.8,16084.5,16177.75,0,0,2025-08-05,0,17066.75,13269.65
"Nifty Realty",913.75,915.75,898.35,907.85,912.05,0,0,2025-08-05,0,1140.4,765.8
"Nifty Infra",9067.6,9068.45,9004.65,9042.9,9058.5,0,0,2025-08-05,0,9704.2,7589.95
"Nifty Energy",34957.3,35062.3,34739.8,34914.4,34923.45,0,0,2025-08-05,0,44721.1,29313.2
"Nifty FMCG",56202.45,56231.4,55584.85,55733.7,56139.65,0,0,2025-08-05,0,66438.7,50199.35
"Nifty MNC",28790,28790.85,28584.15,28718.4,28744.95,0,0,2025-08-05,0,32841.15,23981.05
"Nifty Pharma",22142.65,22237.6,21879.65,21970.15,22153.8,0,0,2025-08-05,0,23907.9,19121.1
"Nifty PSE",9632.5,9659.65,9553.6,9623.25,9628.25,0,0,2025-08-05,0,11564.9,7956.45
"Nifty PSU Bank",6863.55,6896.05,6819.15,6848.65,6858.9,0,0,2025-08-05,0,7304.8,5530.35
"Nifty Serv Sector",32493.65,32521.7,32321.4,32410.1,32515.05,0,0,2025-08-05,0,33916.45,29070.85
"India VIX",11.9675,12.1775,11.64,11.7125,11.9675,0,0,2025-08-05,0,23.1875,9.47
"Nifty Auto",23806.3,23903.9,23669.7,23876.3,23787.5,0,0,2025-08-05,0,27696.1,19316.65
"Nifty Metal",9347.15,9374.3,9290.15,9336.05,9327.85,0,0,2025-08-05,0,10322.05,7690.2
"Nifty Media",1641.95,1649.95,1635.15,1640.05,1641.15,0,0,2025-08-05,0,2182.35,1344.4
"NIFTY SMLCAP 100",17921.4,17992.95,17808.6,17864.55,17893.4,0,0,2025-08-05,0,19716.2,14084.3
"Nifty 200",13794.45,13795.9,13711.15,13750.75,13792.6,0,0,2025-08-05,0,14833.75,11941.45
"Nifty Div Opps 50",5869.7,5874.4,5828.65,5852.3,5866.6,0,0,2025-08-05,0,7012.65,5288.6
"Nifty Commodities",8765.2,8774.8,8710.35,8748.25,8747.55,0,0,2025-08-05,0,9896.35,7502.95
"Nifty Consumption",11794.05,11800.9,11718.55,11790,11782.35,0,0,2025-08-05,0,13057.6,10090.65
"Nifty Fin Service",26434.7,26474.7,26288.85,26373.5,26476.6,0,0,2025-08-05,0,27369.8,22320.85
"Nifty50 Div Point",170.49,170.49,170.49,170.49,170.49,0,0,2025-08-05,0,0,0
"Nifty100 Liq 15",6897.75,6903.3,6869.3,6890.15,6877.45,0,0,2025-08-05,0,7223.7,5985.3
"Nifty CPSE",6357.2,6376.3,6315.2,6353.55,6350.7,0,0,2025-08-05,0,7477.4,5284.25
"Nifty GrowSect 15",11427.45,11427.7,11342.05,11398.8,11435.65,0,0,2025-08-05,0,13065.05,9722.65
"Nifty50 PR 2x Lev",13479.95,13480.15,13340.5,13402.9,13484.65,0,0,2025-08-05,0,16297.55,10678.25
"Nifty50 PR 1x Inv",207.4,208.5,207.4,208,207.35,0,0,2025-08-05,0,232.4,188.15
"Nifty50 TR 2x Lev",20045.15,20045.4,19837.75,19930.55,20052.15,0,0,2025-08-05,0,23715.35,15663.75
"Nifty50 TR 1x Inv",170.25,171.15,170.25,170.75,170.2,0,0,2025-08-05,0,192.05,156.1
"Nifty50 Value 20",12461.15,12484,12386.15,12420.05,12460.15,0,0,2025-08-05,0,14731.65,11375.5
"Nifty Mid Liq 15",15055.8,15058.3,14806.05,14864.65,15039.35,0,0,2025-08-05,0,15919.5,11541.7
"Nifty Pvt Bank",26940.25,26998.65,26785.75,26873.75,26955.45,0,0,2025-08-05,0,28577.65,23508.05
"NIFTY100 Qualty30",5521.65,5522.3,5480.5,5503.75,5517.35,0,0,2025-08-05,0,0,0
"Nifty GS 8 13Yr",2949.44,2949.44,2947.37,2947.41,2948.91,0,0,2025-08-05,0,0,0
"Nifty GS 10Yr",2611.02,2611.02,2609.33,2609.49,2610.57,0,0,2025-08-05,0,0,0
"Nifty GS 10Yr Cln",914.62,914.62,914.02,914.08,914.62,0,0,2025-08-05,0,0,0
"Nifty GS 4 8Yr",3186.43,3186.43,3185.05,3185.88,3185.85,0,0,2025-08-05,0,0,0
"Nifty GS 11 15Yr",3239.84,3241.1,3239.26,3239.26,3239.23,0,0,2025-08-05,0,0,0
"Nifty GS 15YrPlus",3509.78,3510.78,3509.73,3509.73,3509.1,0,0,2025-08-05,0,0,0
"Nifty GS Compsite",3038.26,3038.26,3036.83,3036.95,3037.7,0,0,2025-08-05,0,0,0
"NIFTY HEALTHCARE",14540,14587.1,14424.95,14481.55,14551.75,0,0,2025-08-05,0,15108.8,6482.8
"NIFTY CONSR DURBL",38413.4,38574,38164.45,38461.9,38414.15,0,0,2025-08-05,0,44426.55,14089.55
"NIFTY OIL AND GAS",11152.5,11155.2,11001.25,11044.7,11151.45,0,0,2025-08-05,0,13607.2,4632.7
"NIFTY500 MULTICAP",15971.8,15989.35,15875.15,15918.15,15961.2,0,0,2025-08-05,0,17112.15,5531.55
"NIFTY LARGEMID250",16074.65,16086.3,15978.2,16029.1,16067.3,0,0,2025-08-05,0,17095.2,5635.2
"NIFTY MID SELECT",12865.05,12871.75,12716.85,12761.05,12861.1,0,0,2025-08-05,0,13537.8,5520.25
"NIFTY TOTAL MKT",12876.65,12883.6,12801.3,12835.7,12871,0,0,2025-08-05,0,13842.6,6252.1
"NIFTY MICROCAP250",23719.4,23843.4,23558.25,23598.6,23684.65,0,0,2025-08-05,0,26476.9,5802.95
"NIFTY IND DIGITAL",8838.4,8839.3,8751.45,8774.9,8835.5,0,0,2025-08-05,0,10152.15,4755.25
"Nifty Tata 25 Cap",14615.75,14653.95,14529.25,14637.2,14606.9,0,0,2025-08-05,0,18764.95,9887.45
"Nifty MidSml Hlth",44505.15,44703.4,44120.55,44426.6,44502.35,0,0,2025-08-05,0,46103.35,20019.15
"Nifty Multi Mfg",15021.8,15045.95,14914.6,14974.6,15012.95,0,0,2025-08-05,0,16253.65,8394.35
"Nifty Multi Infra",13945.4,13963.2,13855.5,13931.1,13937.8,0,0,2025-08-05,0,15154.1,8010.1
"BHARATBOND-APR30",1541.46,1541.46,1541.1,1541.27,1541.15,0,0,2025-08-05,0,0,0
"BHARATBOND-APR31",1405.77,1406.07,1405.35,1406.07,1405.51,0,0,2025-08-05,0,0,0
"BHARATBOND-APR32",1281.25,1281.84,1281.24,1281.84,1281.01,0,0,2025-08-05,0,0,0
"BHARATBOND-APR33",1245.12,1245.74,1245.11,1245.74,1244.89,0,0,2025-08-05,0,0,0
"Nifty Ind Defence",7829.35,7883.85,7754.9,7874.75,7808.15,0,0,2025-08-05,0,9195.15,3374.95
"Nifty Ind Tourism",9117.7,9121.8,9032.6,9103.25,9112.85,0,0,2025-08-05,0,9497.2,6058.05
"Nifty Capital Mkt",4428,4428,4337.85,4364.6,4415.35,0,0,2025-08-05,0,4768,2009.6
"Nifty500Momentm50",51813.85,51843.55,51520.25,51799.7,51773.55,0,0,2025-08-05,0,0,0
"NiftyMS400 MQ 100",48650.3,48727.2,48299.95,48480.2,48544.35,0,0,2025-08-05,0,0,0
"NiftySml250MQ 100",45610.5,45799.4,45311.6,45472.8,45467.75,0,0,2025-08-05,0,0,0
"Nifty Top 10 EW",9455.15,9457.7,9399.4,9422.35,9458.7,0,0,2025-08-05,0,0,0
"Nifty AQL 30",22129.25,22133,21927.05,21988.25,22101.6,0,0,2025-08-05,0,0,0
"Nifty AQLV 30",20347.2,20355.3,20185.15,20255.6,20342.7,0,0,2025-08-05,0,0,0
"Nifty EV",2907.6,2917.95,2896.35,2909.45,2905.75,0,0,2025-08-05,0,0,0
"Nifty HighBeta 50",3669.1,3678.95,3639.95,3654.45,3663.8,0,0,2025-08-05,0,0,0
"Nifty New Consump",11631,11637.15,11550.7,11624.65,11619.95,0,0,2025-08-05,0,0,0
"Nifty Corp MAATR",35955.7,35962.2,35695.05,35812.1,35912.5,0,0,2025-08-05,0,0,0
"Nifty Low Vol 50",24719.5,24725.35,24558.05,24621.45,24694.35,0,0,2025-08-05,0,0,0
"Nifty Mobility",20930.5,20948.4,20767.75,20891.45,20915.1,0,0,2025-08-05,0,0,0
"Nifty Qlty LV 30",16947.9,16950.7,16809.95,16859.6,16929.85,0,0,2025-08-05,0,0,0
"Nifty Sml250 Q50",26981,27089.05,26771.55,26840.25,26973.8,0,0,2025-08-05,0,0,0
"Nifty Top 15 EW",10098.4,10101,10058.4,10090.15,10097.25,0,0,2025-08-05,0,0,0
"Nifty100 Alpha 30",18135.35,18137.45,18014.85,18090.05,18114.15,0,0,2025-08-05,0,0,0
"Nifty100 Enh ESG",4908.9,4909.35,4880.15,4897.2,4907.4,0,0,2025-08-05,0,0,0
"Nifty200 Value 30",12781.25,12815.95,12690.25,12757.65,12761.35,0,0,2025-08-05,0,0,0
"Nifty500 EW",14195.65,14242.55,14107.2,14145.6,14177.6,0,0,2025-08-05,0,0,0
"Nifty Multi MQ 50",41348.35,41350.65,41010,41194.65,41246.55,0,0,2025-08-05,0,0,0
"Nifty500 Value 50",13824.45,13871.4,13741.9,13807.95,13807.5,0,0,2025-08-05,0,0,0
"Nifty Top 20 EW",8954.35,8958.7,8913.95,8949,8948.25,0,0,2025-08-05,0,0,0
"Nifty CoreHousing",16180.65,16190.3,16030.25,16081.5,16132.25,0,0,2025-08-05,0,17961.7,13680.9
"Nifty FinSerExBnk",29311.85,29313.3,29032.65,29173.6,29276.7,0,0,2025-08-05,0,31050.5,21702.4
"Nifty Housing",11436.3,11445.2,11368.2,11403.75,11425.95,0,0,2025-08-05,0,12386.3,9839.7
"Nifty IPO",2082.6,2094.05,2067.2,2071.8,2081.45,0,0,2025-08-05,0,2387.55,1617.15
"Nifty MS Fin Serv",17981.6,17989.5,17718.2,17799.7,17983.25,0,0,2025-08-05,0,19281.05,12407.95
"Nifty MS Ind Cons",19633.35,19660.05,19474.1,19604.7,19628.4,0,0,2025-08-05,0,21008.1,14493.4
"Nifty MS IT Telcm",9578.75,9582.2,9457.1,9497.7,9562.45,0,0,2025-08-05,0,11723.2,7836
"Nifty NonCyc Cons",16239.15,16240.05,16100.8,16171.2,16216.3,0,0,2025-08-05,0,18289.65,13081.55
"Nifty Rural",14870.4,14884.5,14802.15,14870,14848.05,0,0,2025-08-05,0,16370.1,12304.35
"Nifty Shariah 25",8090.25,8092.45,8030.5,8062.55,8080.55,0,0,2025-08-05,0,9449.55,7121.55
"Nifty Trans Logis",23487.6,23543.3,23333.05,23483.45,23466.5,0,0,2025-08-05,0,26170.5,16828.35
"Nifty50 Shariah",4588.65,4588.75,4552.6,4571.2,4586.2,0,0,2025-08-05,0,5677.9,4235.9
"Nifty500 LMS Eql",17645.25,17674.35,17534.75,17583.7,17630.35,0,0,2025-08-05,0,18838.1,14014.4
"Nifty500 Shariah",7021.75,7029.35,6970.55,6997.6,7015.25,0,0,2025-08-05,0,8238.85,6004.55
"Nifty500 Qlty50",19136.7,19157.05,18981.2,19078.25,19112.25,0,0,2025-08-05,0,0,0
"Nifty500 LowVol50",21309.9,21325.55,21198.85,21287.55,21292.6,0,0,2025-08-05,0,0,0
"Nifty500 MQVLv50",30438,30513.05,30214.35,30346.2,30396.5,0,0,2025-08-05,0,0,0
"Nifty 50",24641.35,24671.4,24539.2,24574.2,24649.55,2792529015,891229652829.86,2025-08-06,31895095,26277.35,21743.65
"NIFTY50 EQL Wgt",31022.05,31034.1,30801.85,30837.25,30997.5,0,0,2025-08-06,0,0,0
"NIFTY100 EQL Wgt",32267.1,32272.4,31946.75,32008.7,32236.45,0,0,2025-08-06,0,0,0
"NIFTY100 LowVol30",19917.8,19924.6,19708.15,19729.9,19919.25,0,0,2025-08-06,0,0,0
"NIFTY Alpha 50",51703.8,51743.6,50601.5,50946.95,51728.45,0,0,2025-08-06,0,0,0
"NIFTY MIDCAP 150",21338.05,21340.75,21010.75,21096.65,21288.85,0,0,2025-08-06,0,22515.4,17269.5
"NIFTY SMLCAP 50",8610.15,8620.55,8474.65,8512.55,8619,0,0,2025-08-06,0,9505.5,6776.05
"NIFTY SMLCAP 250",16974.5,17013.3,16689.75,16770.1,16974.45,0,0,2025-08-06,0,18688.3,13314.7
"NIFTY MIDSML 400",19777.4,19782.4,19464.3,19548.55,19747.8,0,0,2025-08-06,0,21177.6,15832.85
"NIFTY200 QUALTY30",20289.65,20294.65,20109.3,20144,20261.35,0,0,2025-08-06,0,0,0
"Nifty FinSrv25 50",28371.9,28446.45,28257.6,28354.05,28392.4,0,0,2025-08-06,0,0,0
"NIFTY AlphaLowVol",26180.25,26194.8,25893.15,25929.35,26186,0,0,2025-08-06,0,0,0
"Nifty200Momentm30",30220.15,30273.5,29923,30048.45,30179.85,0,0,2025-08-06,0,0,0
"Nifty100ESGSecLdr",4132.75,4136.95,4109.45,4115.25,4133.9,0,0,2025-08-06,0,0,0
"NIFTY100 ESG",4860.2,4863.65,4821.8,4831.2,4860.45,0,0,2025-08-06,0,0,0
"NIFTY M150 QLTY50",24338.15,24350.2,23962.2,24031.95,24276.5,0,0,2025-08-06,0,0,0
"NIFTY INDIA MFG",14257.05,14257.05,14086.35,14110.05,14218.8,0,0,2025-08-06,0,0,0
"Nifty200 Alpha 30",24809.45,24817.85,24433.2,24524.85,24764.9,0,0,2025-08-06,0,0,0
"NiftyM150Momntm50",61275.7,61295.6,60186.25,60448.9,61111,0,0,2025-08-06,0,0,0
"Nifty IT",34957.95,34990.35,34347.45,34426.25,35034.5,0,0,2025-08-06,0,46088.9,30918.95
"Nifty Next 50",66850.2,66853.3,66015.25,66181.35,66762.05,0,0,2025-08-06,0,77918,56192.45
"Nifty Bank",55329.8,55559.4,55227.7,55411.15,55360.25,0,0,2025-08-06,0,57628.4,47702.9
