INDEX_NAME,INDEX_STRENGTH,RANK,SYMBOL,COMPANY_NAME,MARKET_CAP_CATEGORY,CURRENT_PRICE,CHANGE_1D,CHANGE_1W,CHANGE_1M,TECHNICAL_SCORE,RSI,TREND_SIGNAL,RELATIVE_STRENGTH,CAN_SLIM_SCORE,MINERVINI_SCORE,FUNDAMENTAL_SCORE,ENHANCED_FUND_SCORE,EARNINGS_QUALITY,SALES_GROWTH,FINANCIAL_STRENGTH,INSTITUTIONAL_BACKING,TRADING_VALUE,TRADING_SIGNAL,ANALYSIS_DATE
Nifty Pharma,52.54,256,ALKEM,ALKEM LABORATORIES LTD.,SMALL_CAP,5700,0,-0.39,2.75,48.7,60.3,STRONG_BULLISH,2.66,3,12,15,56.97,60.22,47,58.41,63,626114031.5,WEAK_HOLD,2025-11-21
Nifty Pharma,52.54,160,BIOCON,BIOCON LIMITED.,SMALL_CAP,396.85,0.43,-3.48,8.4,47.3,56.3,BULLISH,4.9,5,10,15,58.99,60.43,56,56.82,63,1335746696.8,WEAK_HOLD,2025-11-21
NIFTY SMLCAP 100,51.72,258,AUROPHARMA,AUROBINDO PHARMA LTD,SMALL_CAP,1205.9,-0.15,-1.36,9.58,64,62.6,STRONG_BULLISH,11.29,11,12,20,67.41,70.43,70,59.18,66,600153652.7,HOLD,2025-11-21
NIFTY SMLCAP 100,51.72,20,INDUSINDBK,INDUSIND BANK LIMITED,LARGE_CAP,846.55,2.07,-0.2,11.62,57.3,63.6,BULLISH,7.61,14,15,0,NA,NA,NA,NA,NA,6170361547,HOLD,2025-11-21
NIFTY SMLCAP 100,51.72,217,ADANIENSOL,ADANI ENERGY SOLUTION LTD,SMALL_CAP,974.8,-1.89,-4.79,4.1,48,51.3,STRONG_BULLISH,24.74,11,10,0,10,10,10,10,10,801256791.1,WEAK_HOLD,2025-11-21
NIFTY SMLCAP 100,51.72,160,BIOCON,BIOCON LIMITED.,SMALL_CAP,396.85,0.43,-3.48,8.4,47.3,56.3,BULLISH,4.9,5,10,15,58.99,60.43,56,56.82,63,1335746696.8,WEAK_HOLD,2025-11-21
NIFTY SMLCAP 100,51.72,86,ADANIGREEN,ADANI GREEN ENERGY LTD,MID_CAP,1030.5,-2.78,-3.58,-0.91,42,43.4,BULLISH,6.67,6,12,0,10,10,10,10,10,2164125132.7,WEAK_HOLD,2025-11-21
NIFTY SMLCAP 50,51.72,258,AUROPHARMA,AUROBINDO PHARMA LTD,SMALL_CAP,1205.9,-0.15,-1.36,9.58,64,62.6,STRONG_BULLISH,11.29,11,12,20,67.41,70.43,70,59.18,66,600153652.7,HOLD,2025-11-21
NIFTY SMLCAP 50,51.72,20,INDUSINDBK,INDUSIND BANK LIMITED,LARGE_CAP,846.55,2.07,-0.2,11.62,57.3,63.6,BULLISH,7.61,14,15,0,NA,NA,NA,NA,NA,6170361547,HOLD,2025-11-21
NIFTY SMLCAP 50,51.72,217,ADANIENSOL,ADANI ENERGY SOLUTION LTD,SMALL_CAP,974.8,-1.89,-4.79,4.1,48,51.3,STRONG_BULLISH,24.74,11,10,0,10,10,10,10,10,801256791.1,WEAK_HOLD,2025-11-21
NIFTY SMLCAP 50,51.72,160,BIOCON,BIOCON LIMITED.,SMALL_CAP,396.85,0.43,-3.48,8.4,47.3,56.3,BULLISH,4.9,5,10,15,58.99,60.43,56,56.82,63,1335746696.8,WEAK_HOLD,2025-11-21
NIFTY SMLCAP 50,51.72,86,ADANIGREEN,ADANI GREEN ENERGY LTD,MID_CAP,1030.5,-2.78,-3.58,-0.91,42,43.4,BULLISH,6.67,6,12,0,10,10,10,10,10,2164125132.7,WEAK_HOLD,2025-11-21
NIFTY SMLCAP 250,51.72,258,AUROPHARMA,AUROBINDO PHARMA LTD,SMALL_CAP,1205.9,-0.15,-1.36,9.58,64,62.6,STRONG_BULLISH,11.29,11,12,20,67.41,70.43,70,59.18,66,600153652.7,HOLD,2025-11-21
NIFTY SMLCAP 250,51.72,20,INDUSINDBK,INDUSIND BANK LIMITED,LARGE_CAP,846.55,2.07,-0.2,11.62,57.3,63.6,BULLISH,7.61,14,15,0,NA,NA,NA,NA,NA,6170361547,HOLD,2025-11-21
NIFTY SMLCAP 250,51.72,217,ADANIENSOL,ADANI ENERGY SOLUTION LTD,SMALL_CAP,974.8,-1.89,-4.79,4.1,48,51.3,STRONG_BULLISH,24.74,11,10,0,10,10,10,10,10,801256791.1,WEAK_HOLD,2025-11-21
NIFTY SMLCAP 250,51.72,160,BIOCON,BIOCON LIMITED.,SMALL_CAP,396.85,0.43,-3.48,8.4,47.3,56.3,BULLISH,4.9,5,10,15,58.99,60.43,56,56.82,63,1335746696.8,WEAK_HOLD,2025-11-21
NIFTY SMLCAP 250,51.72,86,ADANIGREEN,ADANI GREEN ENERGY LTD,MID_CAP,1030.5,-2.78,-3.58,-0.91,42,43.4,BULLISH,6.67,6,12,0,10,10,10,10,10,2164125132.7,WEAK_HOLD,2025-11-21
Nifty Next 50,51.08,20,INDUSINDBK,INDUSIND BANK LIMITED,LARGE_CAP,846.55,2.07,-0.2,11.62,57.3,63.6,BULLISH,7.61,14,15,0,NA,NA,NA,NA,NA,6170361547,HOLD,2025-11-21
Nifty Next 50,51.08,46,TATACONSUM,TATA CONSUMER PRODUCT LTD,LARGE_CAP,1183.1,0.78,2.19,0.72,54.7,57.3,BULLISH,6.11,10,11,0,NA,NA,NA,NA,NA,3756947040.7,HOLD,2025-11-21
Nifty Next 50,51.08,13,M&M,MAHINDRA & MAHINDRA LTD,LARGE_CAP,3749.6,0.89,1.38,3.55,48.7,62.7,STRONG_BULLISH,1.08,4,15,0,NA,NA,NA,NA,NA,11967179242.9,WEAK_HOLD,2025-11-21
Nifty Next 50,51.08,36,VEDL,VEDANTA LIMITED,LARGE_CAP,496.4,-2.62,-5.51,4.36,48.7,46.5,STRONG_BULLISH,7.22,7,8,0,NA,NA,NA,NA,NA,4025093273.8,WEAK_HOLD,2025-11-21
Nifty Next 50,51.08,116,ADANIPORTS,ADANI PORT & SEZ LTD,MID_CAP,1479.8,-0.76,-2.17,0.43,46,55.2,STRONG_BULLISH,7.74,7,12,0,10,10,10,10,10,1722690992.7,WEAK_HOLD,2025-11-21
Nifty Energy,50.8,72,BPCL,BHARAT PETROLEUM CORP  LT,MID_CAP,364.55,-0.14,-1.78,7.52,68.7,56.7,STRONG_BULLISH,12.45,13,12,20,62.6,70,56,58.64,59.17,2621531663.7,BUY,2025-11-21
Nifty Energy,50.8,7,RELIANCE,RELIANCE INDUSTRIES LTD,LARGE_CAP,1546.6,-0.16,1.82,5.56,51.3,73.7,STRONG_BULLISH,8.27,9,10,0,NA,NA,NA,NA,NA,14897385970.3,HOLD,2025-11-21
Nifty Energy,50.8,126,IOC,INDIAN OIL CORP LTD,MID_CAP,167.35,-0.8,-2.28,8.58,50.7,57.9,STRONG_BULLISH,15.63,13,10,0,NA,NA,NA,NA,NA,1548353722.23,HOLD,2025-11-21
Nifty Energy,50.8,86,ADANIGREEN,ADANI GREEN ENERGY LTD,MID_CAP,1030.5,-2.78,-3.58,-0.91,42,43.4,BULLISH,6.67,6,12,0,10,10,10,10,10,2164125132.7,WEAK_HOLD,2025-11-21
Nifty Energy,50.8,120,GAIL,GAIL (INDIA) LTD,MID_CAP,182.99,-0.72,-0.23,2.58,41.3,53.7,BULLISH,0.97,4,12,0,NA,NA,NA,NA,NA,1635282638.44,WEAK_HOLD,2025-11-21
Nifty Infrastructure,46.54,114,BHEL,BHEL,MID_CAP,282.5,-0.96,0.32,20.42,60.7,66.8,STRONG_BULLISH,28.82,15,8,15,53.94,54.13,47,55.45,63,1742828346.35,HOLD,2025-11-21
Nifty Infrastructure,46.54,26,LT,LARSEN & TOUBRO LTD.,LARGE_CAP,4024.9,-0.31,0.51,3.52,48.7,64.5,STRONG_BULLISH,9.05,7,10,0,NA,NA,NA,NA,NA,5003740550.1,WEAK_HOLD,2025-11-21
Nifty Infrastructure,46.54,116,ADANIPORTS,ADANI PORT & SEZ LTD,MID_CAP,1479.8,-0.76,-2.17,0.43,46,55.2,STRONG_BULLISH,7.74,7,12,0,10,10,10,10,10,1722690992.7,WEAK_HOLD,2025-11-21
Nifty Infrastructure,46.54,86,ADANIGREEN,ADANI GREEN ENERGY LTD,MID_CAP,1030.5,-2.78,-3.58,-0.91,42,43.4,BULLISH,6.67,6,12,0,10,10,10,10,10,2164125132.7,WEAK_HOLD,2025-11-21
Nifty Infrastructure,46.54,200,ABB,ABB INDIA LIMITED,SMALL_CAP,5092,-1.07,2.82,-2.82,35.3,47.9,STRONG_BEARISH,-4.71,0,12,20,61.29,55.43,73,59.32,60,995782827,WEAK_HOLD,2025-11-21
Nifty IT,46.4,29,HCLTECH,HCL TECHNOLOGIES LTD,LARGE_CAP,1608,-2.27,0.84,8.21,51.3,60.1,BULLISH,9.11,10,10,0,NA,NA,NA,NA,NA,4800551729.2,HOLD,2025-11-21
Nifty IT,46.4,76,COFORGE,COFORGE LIMITED,MID_CAP,1797.5,-2.63,-0.12,3.22,48,52.1,BULLISH,4.18,3,8,15,54.71,51.3,53,58.18,62,2422870006.4,WEAK_HOLD,2025-11-21
Nifty IT,46.4,178,LTIM,LTIMINDTREE LIMITED,SMALL_CAP,5926,-1.68,2.01,6.56,46.7,61.7,STRONG_BULLISH,9.85,9,10,0,NA,NA,NA,NA,NA,1177235751,WEAK_HOLD,2025-11-21
Nifty IT,46.4,12,TCS,TATA CONSULTANCY SERV LT,LARGE_CAP,3150.6,0.18,1.44,4.79,44.7,62.2,BULLISH,-0.85,4,13,0,NA,NA,NA,NA,NA,13171133172.8,WEAK_HOLD,2025-11-21
Nifty IT,46.4,11,INFY,INFOSYS LIMITED,LARGE_CAP,1545,0.55,2.81,4.93,41.3,58.1,BULLISH,2.74,4,13,0,NA,NA,NA,NA,NA,14182074317.8,WEAK_HOLD,2025-11-21
Nifty FMCG,43.86,46,TATACONSUM,TATA CONSUMER PRODUCT LTD,LARGE_CAP,1183.1,0.78,2.19,0.72,54.7,57.3,BULLISH,6.11,10,11,0,NA,NA,NA,NA,NA,3756947040.7,HOLD,2025-11-21
Nifty FMCG,43.86,47,RADICO,RADICO KHAITAN LTD,LARGE_CAP,3273.1,-2.82,0.4,-0.88,54.7,55.4,STRONG_BULLISH,13.22,11,8,0,NA,NA,NA,NA,NA,3733744697.9,HOLD,2025-11-21
Nifty FMCG,43.86,150,DABUR,DABUR INDIA LTD,MID_CAP,515.65,-1.79,-1.78,1.83,41.3,50.8,BULLISH,-9.89,1,12,15,51.29,50.22,47,54.77,56.67,1378078652.1,WEAK_HOLD,2025-11-21
Nifty FMCG,43.86,211,NESTLEIND,NESTLE INDIA LIMITED,SMALL_CAP,1280.7,0.12,0.72,-0.51,35.3,57.5,BULLISH,1.76,3,8,0,NA,NA,NA,NA,NA,863065763.2,WEAK_HOLD,2025-11-21
Nifty FMCG,43.86,166,MARICO,MARICO LIMITED,SMALL_CAP,739.9,0.51,0.16,2.47,33.3,56.6,STRONG_BULLISH,-3.09,2,9,0,NA,NA,NA,NA,NA,1296940399.2,SELL,2025-11-21
Nifty Metal,41.32,113,NATIONALUM,NATIONAL ALUMINIUM CO LTD,MID_CAP,250.68,-2.69,-4.53,10.26,49.3,56.4,STRONG_BULLISH,13.96,11,10,0,NA,NA,NA,NA,NA,1744563958.18,WEAK_HOLD,2025-11-21
Nifty Metal,41.32,36,VEDL,VEDANTA LIMITED,LARGE_CAP,496.4,-2.62,-5.51,4.36,48.7,46.5,STRONG_BULLISH,7.22,7,8,0,NA,NA,NA,NA,NA,4025093273.8,WEAK_HOLD,2025-11-21
Nifty Metal,41.32,108,HINDCOPPER,HINDUSTAN COPPER LTD,MID_CAP,314.15,-3.97,-6.29,-9.28,39.3,41.1,BULLISH,24.42,10,4,0,NA,NA,NA,NA,NA,1793201062.2,WEAK_HOLD,2025-11-21
Nifty Metal,41.32,177,JSWSTEEL,JSW STEEL LIMITED,SMALL_CAP,1140.3,-2.54,-2.35,-1.06,35.3,41.3,BULLISH,2.05,3,10,0,NA,NA,NA,NA,NA,1203239773.1,WEAK_HOLD,2025-11-21
Nifty Metal,41.32,149,JINDALSTEL,JINDAL STEEL LIMITED,MID_CAP,1038.6,-2.88,-3.49,2.85,34,43.7,STRONG_BULLISH,-3.85,1,12,0,NA,NA,NA,NA,NA,1381973250.6,SELL,2025-11-21
Nifty Realty,31.06,227,PRESTIGE,PRESTIGE ESTATE LTD,SMALL_CAP,1688.5,-1.67,-3.23,-1.45,39.3,45.9,BULLISH,7.57,6,8,0,NA,NA,NA,NA,NA,749188139.2,WEAK_HOLD,2025-11-21
Nifty Realty,31.06,169,GODREJPROP,GODREJ PROPERTIES LTD,SMALL_CAP,2090.9,-1.55,-4.78,-8.83,36.7,37.5,BEARISH,2.37,3,12,0,NA,NA,NA,NA,NA,1256912371.2,WEAK_HOLD,2025-11-21
Nifty Realty,31.06,93,LODHA,LODHA DEVELOPERS LIMITED,MID_CAP,1176.8,-2,-2.7,-0.68,33.3,43.7,BULLISH,-4.05,2,12,0,NA,NA,NA,NA,NA,2035268588,SELL,2025-11-21
Nifty Realty,31.06,71,DLF,DLF LIMITED,MID_CAP,725.35,-2.13,-5.16,-6.01,24,33,BEARISH,-8.21,3,8,0,NA,NA,NA,NA,NA,2623794877.3,SELL,2025-11-21
Nifty Realty,31.06,517,BRIGADE,BRIGADE ENTER. LTD,MICRO_CAP,898.7,-2.66,-4.82,-8.38,22,29.7,BEARISH,-5.49,0,10,15,56.82,55.43,51,60,66,149668607.1,SELL,2025-11-21
Nifty Consumer Durables,29.86,135,TITAN,TITAN COMPANY LIMITED,MID_CAP,3904.2,0.05,1.96,4.7,39.3,68.4,STRONG_BULLISH,2.31,3,12,0,NA,NA,NA,NA,NA,1497352037.7,WEAK_HOLD,2025-11-21
Nifty Consumer Durables,29.86,270,BLUESTARCO,BLUE STAR LIMITED,SMALL_CAP,1776.3,-1.02,0.45,-9.51,38.7,37,BEARISH,-12.81,0,12,25,72.84,74.35,86,58.5,66,555891329.8,WEAK_HOLD,2025-11-21
Nifty Consumer Durables,29.86,118,VOLTAS,VOLTAS LTD,MID_CAP,1395.8,-1.13,3.32,-4.12,27.3,53.7,BEARISH,-6.79,1,10,0,NA,NA,NA,NA,NA,1706198082.5,SELL,2025-11-21
Nifty Consumer Durables,29.86,340,WHIRLPOOL,WHIRLPOOL OF INDIA LTD,MICRO_CAP,1180.3,-0.64,-5.2,-15.54,24,32.4,BEARISH,-17.23,1,10,0,NA,NA,NA,NA,NA,336908906.9,SELL,2025-11-21
Nifty Consumer Durables,29.86,286,CROMPTON,CROMPT GREA CON ELEC LTD,SMALL_CAP,267.35,-0.98,-3.19,-7.36,20,26.5,STRONG_BEARISH,-22.6,0,12,15,57.18,56.52,61,56.59,53.33,482888222.5,SELL,2025-11-21
