SECTOR_NAME,SECTOR_STRENGTH,TOTAL_STOCKS,RANK,SYMBOL,COMPANY_NAME,MARKET_CAP_CATEGORY,CURRENT_PRICE,CHANGE_1D,CHANGE_1W,CHANGE_1M,TECHNICAL_SCORE,RSI,TREND_SIGNAL,RELATIVE_STRENGTH,CAN_SLIM_SCORE,MINERVINI_SCORE,FUNDAMENTAL_SCORE,ENHANCED_FUND_SCORE,EARNINGS_QUALITY,SALES_GROWTH,FINANCIAL_STRENGTH,INSTITUTIONAL_BACKING,TRADING_VALUE,TRADING_SIGNAL,ANALYSIS_DATE
Energy - Power,51.04,18,443,QPOWER,QUALITY POWER ELEC EQUP L,MICRO_CAP,934.2,-3.11,-5.87,-9.74,46,41.7,BULLISH,17.64,8,6,0,NA,NA,NA,NA,NA,310740112.5,WEAK_HOLD,2025-11-06
Energy - Power,51.04,18,198,TDPOWERSYS,TD POWER SYSTEMS LTD.,SMALL_CAP,797.85,-2.71,16.68,26.13,45.3,78.7,STRONG_BULLISH,54.26,15,2,0,NA,NA,NA,NA,NA,1078178013.05,WEAK_HOLD,2025-11-06
Energy - Power,51.04,18,410,INOXGREEN,INOX GREEN ENERGY SER LTD,MICRO_CAP,258.45,-4.3,-3.47,14.78,43.3,59.6,BULLISH,40.12,15,4,0,NA,NA,NA,NA,NA,341635155.25,WEAK_HOLD,2025-11-06
Chemicals,50.94,18,641,BALAJITELE,BALAJI TELEFILMS LTD.,MICRO_CAP,127.59,4.93,12.57,4.73,69.3,62.9,NEUTRAL,69.5,16,14,15,53.41,54.13,51,58.18,49.17,128727482.15,BUY,2025-11-06
Chemicals,50.94,18,29,UPL,UPL LIMITED,LARGE_CAP,733.35,0.27,1.66,7.87,48.7,71.3,BULLISH,1.19,9,11,0,NA,NA,NA,NA,NA,6781975371.75,WEAK_HOLD,2025-11-06
Chemicals,50.94,18,215,DEEPAKFERT,DEEPAK FERTILIZERS & PETR,SMALL_CAP,1429.1,-5.01,-3.84,-7.42,48.7,42.5,BULLISH,-5.8,5,10,25,70.76,75.43,76,62.95,60,976893894.3,WEAK_HOLD,2025-11-06
Chemicals,50.94,18,895,CHEMCON,CHEMCON SPECIAL CHEM LTD,MICRO_CAP,232.41,-4.69,-6.63,-15.66,44.7,36.1,BULLISH,-0.09,0,10,25,71.15,74.35,86,56.82,57,24337100.01,WEAK_HOLD,2025-11-06
Chemicals,50.94,18,580,AARTIPHARM,AARTI PHARMALABS LIMITED,MICRO_CAP,843.9,-0.08,1.11,1.71,43.3,49.1,BEARISH,-1.22,4,8,15,55.42,55.53,57,59.77,46.67,173143251.5,WEAK_HOLD,2025-11-06
IT & Software,50.14,16,4,REDINGTON,REDINGTON LIMITED,LARGE_CAP,289.95,15.86,12.12,5.53,61.3,63.2,BEARISH,16.05,16,14,0,NA,NA,NA,NA,NA,24953065406.6,HOLD,2025-11-06
IT & Software,50.14,16,144,LTIM,LTIMINDTREE LIMITED,MID_CAP,5652,0.57,-0.82,7.27,56,59.8,STRONG_BULLISH,7.5,8,15,0,NA,NA,NA,NA,NA,1780373304,HOLD,2025-11-06
IT & Software,50.14,16,132,PERSISTENT,PERSISTENT SYSTEMS LTD,MID_CAP,5842,-0.28,-2.01,10.83,46.7,60.1,BULLISH,7.7,9,10,0,NA,NA,NA,NA,NA,1995469926,WEAK_HOLD,2025-11-06
IT & Software,50.14,16,203,INTELLECT,INTELLECT DESIGN ARENA,SMALL_CAP,1133.2,-5.38,8.26,15.38,44.7,62.6,BULLISH,13.13,13,4,0,NA,NA,NA,NA,NA,1059902185,WEAK_HOLD,2025-11-06
IT & Software,50.14,16,96,COFORGE,COFORGE LIMITED,MID_CAP,1763.9,-0.18,-2.42,4.59,42,51.6,BULLISH,1.65,2,10,15,54.71,51.3,53,58.18,62,2566457830.5,WEAK_HOLD,2025-11-06
Consumer Durables,49.18,12,581,BUTTERFLY,BTRFLY GANDHI APPL LTD,MICRO_CAP,775.6,3.34,1.11,10.75,66,69.8,BULLISH,3.35,11,16,15,51.8,50.22,47,57.05,57,172988412.8,BUY,2025-11-06
Consumer Durables,49.18,12,65,TITAN,TITAN COMPANY LIMITED,MID_CAP,3774.4,-1.03,0.63,10.42,46,63.2,STRONG_BULLISH,3.39,6,12,0,NA,NA,NA,NA,NA,3516664336,WEAK_HOLD,2025-11-06
Consumer Durables,49.18,12,37,BLUESTARCO,BLUE STAR LIMITED,LARGE_CAP,1785.5,-6.89,-8.99,-6.63,45.3,30.2,STRONG_BULLISH,-8.96,5,6,25,72.84,74.35,86,58.5,66,5350303525.3,WEAK_HOLD,2025-11-06
Consumer Durables,49.18,12,390,ORIENTTECH,ORIENT TECHNOLOGIES LTD,MICRO_CAP,429.6,-8.76,-7.33,-9.07,45.3,46.9,BULLISH,37.52,10,0,0,NA,NA,NA,NA,NA,371807882.6,WEAK_HOLD,2025-11-06
Consumer Durables,49.18,12,261,WHIRLPOOL,WHIRLPOOL OF INDIA LTD,SMALL_CAP,1350.2,-1.76,-4.98,13.14,43.3,53.5,BULLISH,2.41,6,10,0,NA,NA,NA,NA,NA,702156594.3,WEAK_HOLD,2025-11-06
Realty,48.379999999999995,8,290,SOBHA,SOBHA LIMITED,SMALL_CAP,1654.4,2.17,4.92,12.54,58,65.4,BULLISH,8.28,10,15,0,NA,NA,NA,NA,NA,592109576.5,HOLD,2025-11-06
Realty,48.379999999999995,8,86,GODREJPROP,GODREJ PROPERTIES LTD,MID_CAP,2193.7,-4.34,-4.58,5.81,51.3,49.2,BULLISH,5.84,10,10,0,NA,NA,NA,NA,NA,2800335429.3,HOLD,2025-11-06
Realty,48.379999999999995,8,646,SUNTECK,SUNTECK REALTY LIMITED,MICRO_CAP,447.6,-2.72,-1.5,1.23,47.3,53.8,STRONG_BULLISH,12.29,9,8,0,NA,NA,NA,NA,NA,126830674.15,WEAK_HOLD,2025-11-06
Realty,48.379999999999995,8,488,BRIGADE,BRIGADE ENTER. LTD,MICRO_CAP,993,-2.46,-4.42,7.18,43.3,52.5,BULLISH,2.24,4,10,15,56.82,55.43,51,60,66,265773093.7,WEAK_HOLD,2025-11-06
Realty,48.379999999999995,8,220,PRESTIGE,PRESTIGE ESTATE LTD,SMALL_CAP,1725.2,-1.22,-1.71,12.71,42,56.5,BULLISH,4.46,7,10,0,NA,NA,NA,NA,NA,901528798.9,WEAK_HOLD,2025-11-06
Banking - Private,45.58,8,44,AXISBANK,AXIS BANK LIMITED,LARGE_CAP,1228.5,0.15,-0.82,3.51,61.3,59.2,STRONG_BULLISH,12.13,9,15,15,52.47,51.19,47,54.71,62,4595094516.2,HOLD,2025-11-06
Banking - Private,45.58,8,64,RBLBANK,RBL BANK LIMITED,MID_CAP,325.6,0.54,0.2,19.03,61.3,68,STRONG_BULLISH,25.29,15,13,0,NA,NA,NA,NA,NA,3530184140.4,HOLD,2025-11-06
Banking - Private,45.58,8,190,FEDERALBNK,FEDERAL BANK LTD,SMALL_CAP,235.83,-0.85,0.43,18.41,45.3,76.5,BULLISH,16.49,13,8,0,NA,NA,NA,NA,NA,1156385654.71,WEAK_HOLD,2025-11-06
Banking - Private,45.58,8,40,KOTAKBANK,KOTAK MAHINDRA BANK LTD,LARGE_CAP,2083.2,-0.64,-2.53,-2.05,30,42.6,BEARISH,1.66,1,8,0,NA,NA,NA,NA,NA,4965600522.6,SELL,2025-11-06
Banking - Private,45.58,8,135,BANDHANBNK,BANDHAN BANK LIMITED,MID_CAP,152.93,-2.07,-10.35,-7.02,30,35.7,BULLISH,-13.85,1,6,20,65.58,70.71,70,56.47,56.67,1982786877.56,SELL,2025-11-06
Media & Entertainment,44.78,14,34,SUNPHARMA,SUN PHARMACEUTICAL IND L,LARGE_CAP,1685.9,-0.24,-1.03,1.98,47.3,54.2,BULLISH,1.63,5,12,0,NA,NA,NA,NA,NA,5736074739.2,WEAK_HOLD,2025-11-06
Media & Entertainment,44.78,14,646,SUNTECK,SUNTECK REALTY LIMITED,MICRO_CAP,447.6,-2.72,-1.5,1.23,47.3,53.8,STRONG_BULLISH,12.29,9,8,0,NA,NA,NA,NA,NA,126830674.15,WEAK_HOLD,2025-11-06
Media & Entertainment,44.78,14,130,GOLDBEES,NIP IND ETF GOLD BEES,MID_CAP,100.07,0.27,0.39,0.41,46.7,52.6,BULLISH,20.32,11,10,0,NA,NA,NA,NA,NA,2027607730.77,WEAK_HOLD,2025-11-06
Media & Entertainment,44.78,14,684,HATSUN,HATSUN AGRO PRODUCT LTD.,MICRO_CAP,1020.1,-1.89,-10.64,12.62,45.3,55.9,BULLISH,10.2,13,6,0,NA,NA,NA,NA,NA,105954995.7,WEAK_HOLD,2025-11-06
Media & Entertainment,44.78,14,339,LIQUIDBETF,BFAM - LIQUIDBETF,MICRO_CAP,1055.4,0.01,0.1,0.41,37.3,100,STRONG_BULLISH,-0.53,2,12,0,NA,NA,NA,NA,NA,467084017.97,WEAK_HOLD,2025-11-06
Paper & Packaging,39.46,11,255,JKTYRE,JK TYRE & INDUSTRIES LTD,SMALL_CAP,447.9,-1.19,2.71,19.04,49.3,73.9,STRONG_BULLISH,34.19,15,8,0,NA,NA,NA,NA,NA,718823553.7,WEAK_HOLD,2025-11-06
Paper & Packaging,39.46,11,516,JKIL,JKUMAR INFR.LTD.,MICRO_CAP,655.15,2.9,0.34,1.61,42,57.5,BEARISH,-2.72,6,16,0,NA,NA,NA,NA,NA,225055117.8,WEAK_HOLD,2025-11-06
Paper & Packaging,39.46,11,782,SOUTHWEST,SOUTH WEST PINNACLE LTD,MICRO_CAP,177.04,-1.44,8.06,38.28,40,74.1,NEUTRAL,25.57,15,4,0,NA,NA,NA,NA,NA,57008111.43,WEAK_HOLD,2025-11-06
Paper & Packaging,39.46,11,666,JKPAPER,JK PAPER LIMITED,MICRO_CAP,384.35,-0.52,-3.88,-7.16,36,42.1,BULLISH,6.9,4,10,0,NA,NA,NA,NA,NA,116130139.5,WEAK_HOLD,2025-11-06
Paper & Packaging,39.46,11,430,JKLAKSHMI,JK LAKSHMI CEMENT LTD,MICRO_CAP,870.95,2.24,-0.09,2.19,30,53.5,BEARISH,-8.9,6,8,0,NA,NA,NA,NA,NA,322156956.8,SELL,2025-11-06
Textiles,35.6,8,612,WELSPUNLIV,WELSPUN LIVING LIMITED,MICRO_CAP,127.22,-1.47,-3.89,10.09,38.7,53,BULLISH,3.65,7,10,0,NA,NA,NA,NA,NA,154525432.21,WEAK_HOLD,2025-11-06
Textiles,35.6,8,725,ARVIND,ARVIND LIMITED,MICRO_CAP,309.95,-2.05,-3.91,4.33,38,48.7,BULLISH,-0.09,1,10,15,57.39,51.96,61,57.27,66,81405488.35,WEAK_HOLD,2025-11-06
Textiles,35.6,8,621,KPRMILL,KPR MILL LTD.,MICRO_CAP,1080.6,2.31,-0.6,4.1,38,55.6,BULLISH,4.16,3,12,0,NA,NA,NA,NA,NA,142240460.3,WEAK_HOLD,2025-11-06
Textiles,35.6,8,630,ARVINDFASN,ARVIND FASHIONS LIMITED,MICRO_CAP,525.05,-4.23,2.32,-0.36,36,50.6,BULLISH,-0.17,0,6,15,50.43,47.61,47,55.45,57,134298613.2,WEAK_HOLD,2025-11-06
Textiles,35.6,8,812,RELAXO,RELAXO FOOT LTD.,MICRO_CAP,437.4,0.97,-0.87,0.36,27.3,44.8,BULLISH,-9.84,1,13,0,NA,NA,NA,NA,NA,49113420.45,SELL,2025-11-06
Agriculture & Fertilizers,33.62,8,29,UPL,UPL LIMITED,LARGE_CAP,733.35,0.27,1.66,7.87,48.7,71.3,BULLISH,1.19,9,11,0,NA,NA,NA,NA,NA,6781975371.75,WEAK_HOLD,2025-11-06
Agriculture & Fertilizers,33.62,8,88,NAVINFLUOR,NAVIN FLUORINE INT. LTD,MID_CAP,6081,0.43,22.19,33,44,83.3,STRONG_BULLISH,19.77,15,4,0,NA,NA,NA,NA,NA,2767199839.5,WEAK_HOLD,2025-11-06
Agriculture & Fertilizers,33.62,8,783,DCMSRIND,DCM SHRIRAM IND LTD,MICRO_CAP,156.18,-8.55,-9.08,-9.84,34,31.4,BEARISH,-7.84,5,6,15,53.41,51.09,51,56.14,60,56486584.43,SELL,2025-11-06
Agriculture & Fertilizers,33.62,8,249,COROMANDEL,COROMANDEL INTERNTL. LTD,SMALL_CAP,2150.1,-0.86,-1.11,-6.04,20.7,42.5,STRONG_BEARISH,-12.72,0,6,15,54.33,51.3,51,55.77,66,748260104.2,SELL,2025-11-06
Agriculture & Fertilizers,33.62,8,590,GSFC,GUJ STATE FERT & CHEM LTD,MICRO_CAP,186.98,-2.36,-3.16,-4.61,20.7,36,BEARISH,-14.6,3,8,0,NA,NA,NA,NA,NA,171052793.58,SELL,2025-11-06
Logistics & Shipping,33.53333333333333,3,52,ADANIPORTS,ADANI PORT & SEZ LTD,MID_CAP,1436.8,-0.53,-1.45,2.67,43.3,51.5,BULLISH,3.23,3,12,0,10,10,10,10,10,3982168706.1,WEAK_HOLD,2025-11-06
Logistics & Shipping,33.53333333333333,3,110,CONCOR,CONTAINER CORP OF IND LTD,MID_CAP,519.35,-4.27,-5.5,-2.46,34,36.9,BEARISH,-8.44,5,6,15,54,53.7,51,56.36,56.67,2378323447.35,SELL,2025-11-06
Logistics & Shipping,33.53333333333333,3,626,VRLLOG,VRL LOGISTICS LIMITED,MICRO_CAP,269,-0.57,-0.33,0.56,23.3,40.7,BEARISH,-6.23,4,6,0,NA,NA,NA,NA,NA,138079600.2,SELL,2025-11-06
Cement & Construction,33.2,13,390,ORIENTTECH,ORIENT TECHNOLOGIES LTD,MICRO_CAP,429.6,-8.76,-7.33,-9.07,45.3,46.9,BULLISH,37.52,10,0,0,NA,NA,NA,NA,NA,371807882.6,WEAK_HOLD,2025-11-06
Cement & Construction,33.2,13,313,RAMCOCEM,THE RAMCO CEMENTS LIMITED,MICRO_CAP,1033.2,0.6,-2.1,2.73,34,48.6,BEARISH,-8.9,6,15,0,NA,NA,NA,NA,NA,539451467.2,SELL,2025-11-06
Cement & Construction,33.2,13,607,CREDITACC,CREDITACCESS GRAMEEN LTD,MICRO_CAP,1337.5,-2.93,-9.14,-3.92,34,44.8,STRONG_BULLISH,-3.5,0,8,15,53.16,50.22,47,57.11,66,160421033.1,SELL,2025-11-06
Cement & Construction,33.2,13,430,JKLAKSHMI,JK LAKSHMI CEMENT LTD,MICRO_CAP,870.95,2.24,-0.09,2.19,30,53.5,BEARISH,-8.9,6,8,0,NA,NA,NA,NA,NA,322156956.8,SELL,2025-11-06
Cement & Construction,33.2,13,655,STARCEMENT,STAR CEMENT LIMITED,MICRO_CAP,245.75,-2.21,-4.17,-5.84,22.7,35.7,BEARISH,-16.49,1,12,0,NA,NA,NA,NA,NA,119932591.85,SELL,2025-11-06
