MARKET,SERIES,SYMBOL,SECURITY,PREV_CL_PR,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,NET_TRDVAL,NET_TRDQTY,CORP_IND,HI_52_WK,LO_52_WK
N,SM,GREENCHEF,GREENCHEF APPLIANCES LTD,        62.65,        62.00,        62.00,        60.00,        61.70,                   831880.00,13600, ,        90.00,        54.55
N,SM,GREENLEAF,GREENLEAF ENVIROTECH LTD,       134.20,       132.90,       132.95,       130.00,       130.00,                  1458450.00,11000, ,       144.80,       119.65
G,ST,BIRDYS,GRILL SPLENDOUR SER LTD,       151.90,       148.90,       148.90,       148.90,       148.90,                   178680.00,1200, ,       154.00,        77.25
N,SM,GSMFOILS,GSM FOILS LIMITED,       208.00,       208.10,       212.50,       208.05,       211.00,                  3582950.00,17000, ,       255.15,        75.50
N,SM,GURUNANAK,GURUNANAK AGRICULTUR IN L,        34.85,        34.85,        35.20,        33.65,        35.20,                   445120.00,12800, ,        60.00,        29.20
N,SM,WHITEFORCE,HAPPY SQUARE OUTSOURC S L,        71.00,        71.65,        75.90,        71.65,        73.60,                   936000.00,12800, ,        94.80,        54.85
N,SM,HIGREEN,HI GREEN CARBON LIMITED,       198.00,       196.85,       196.85,       193.80,       193.80,                  4509880.00,23200, ,       340.90,       183.25
N,SM,HOACFOODS,HOAC FOODS INDIA LIMITED,       265.00,       270.00,       273.90,       245.00,       252.65,                 10292625.00,40500, ,       289.00,       105.00
N,SM,HOLMARC,HOLMARC OPTO MECHATRO L,       113.65,       110.00,       110.00,       108.00,       108.00,                   406500.00,3750, ,       214.00,       100.30
N,SM,HOMESFY,HOMESFY REALTY LIMITED,       241.25,       240.00,       240.00,       240.00,       240.00,                    72000.00,300, ,       545.90,       200.45
N,SM,HRHNEXT,HRH NEXT SERVICES LIMITED,        36.50,        35.10,        35.10,        35.00,        35.00,                   315375.00,9000, ,       125.60,        28.75
N,ST,IDEALTECHO,IDEAL TECHNOPLAST IND LTD,       195.00,       200.00,       202.15,       196.00,       196.00,                   800250.00,4000, ,       221.00,        88.00
N,SM,IDENTICAL,IDENTICAL BRAINS STUDIO L,        38.00,        38.00,        38.00,        38.00,        38.00,                   152000.00,4000, ,        99.75,        33.15
N,ST,IEML-RE,INDIAN EMULSIFERS LTD,        17.00,        16.60,        20.00,        16.60,        18.55,                   903112.50,48500, ,        34.00,        15.60
N,SM,IEML,INDIAN EMULSIFIERS LTD,        99.75,       102.80,       103.80,        98.85,       102.25,                  3889625.00,38000, ,       309.85,        96.75
N,SM,IPHL,INDIAN PHOSPHATE LIMITED,        51.20,        51.95,        51.95,        49.00,        49.85,                  4388880.00,87600, ,       105.95,        42.40
N,SM,INFINIUM,INFINIUM PHARMACHEM LTD,       249.60,       255.90,       261.40,       250.00,       256.90,                  2808825.00,11000, ,       337.50,       213.90
N,ST,INFLUX,INFLUX HEALTHTECH LIMITED,       174.60,       174.00,       177.50,       170.55,       175.00,                  3532080.00,20400, ,       208.00,       120.00
N,SM,INFOLLION,INFOLLION RESEARCH SER L,       396.85,       391.05,       395.90,       388.00,       388.25,                  7171380.00,18400, ,       575.00,       340.90
N,SM,INNOMET,INNOMET ADVANCED MATERI L,       131.90,       131.90,       135.40,       127.25,       130.00,                  1905000.00,14400, ,       216.00,       100.00
N,ST,ITTL,INNOVATIVE TYRE & TUBE LT,        87.30,        85.55,        89.00,        85.55,        89.00,                   136557.75,1575, ,       152.40,        18.60
N,SM,INSPIRE,INSPIRE FILMS LIMITED,        15.85,        16.45,        16.50,        16.45,        16.50,                    65900.00,4000, ,        32.00,        15.00
N,SM,INM,INTERIORS & MORE LIMITED,       622.00,       600.00,       640.00,       600.00,       629.95,                   560985.00,900, ,       689.00,       284.50
N,SM,ISHAN,ISHAN INTERNATIONAL LTD,         0.90,         0.85,         0.85,         0.85,         0.85,                   163200.00,192000, ,         2.65,         0.85
N,SM,ITALIANE,ITALIAN EDIBLES LIMITED,        33.00,        33.00,        33.00,        33.00,        33.00,                    66000.00,2000, ,        57.00,        29.20
N,ST,IWARE,IWARE SUPPLYCHAIN SER LTD,       177.05,       185.90,       185.90,       185.90,       185.90,                  1561560.00,8400, ,       185.90,        70.05
N,ST,JAINIK,JAINIK POWER CABLES LTD,       127.20,       124.10,       132.00,       124.10,       129.95,                  3090120.00,24000, ,       153.10,        60.60
N,SM,JALAN,JALAN TRANSOLU. INDIA LTD,         3.75,         3.70,         3.70,         3.60,         3.60,                   336900.00,93000, ,        14.60,         3.60
N,SM,JAYBEE,JAY BEE LAMINATIONS LTD,       174.95,       179.00,       180.00,       173.50,       173.90,                 15212800.00,86500, ,       456.00,       172.70
N,SM,KORE,JAY JALARAM TECHNO LTD,       153.30,       153.30,       161.00,       152.00,       153.45,                   275550.00,1750, ,       532.95,       110.20
N,ST,JEYYAM,JEYYAM GLOBAL FOODS LTD,        68.20,        67.00,        68.70,        66.00,        68.10,                  5545400.00,82000, ,        74.50,        31.00
N,SM,JFLLIFE,JFL LIFE SCIENCES LIMITED,        13.75,        14.40,        14.40,        14.40,        14.40,                   518400.00,36000, ,        37.15,        11.85
N,SM,JIWANRAM,JIWANRAM SHEODUTTRA IND L,         7.05,         7.00,         7.00,         6.85,         7.00,                   167100.00,24000, ,        17.80,         6.00
N,SM,JYOTIGLOBL,JYOTI GLOBAL PLAST LTD,        52.00,        53.05,        58.00,        53.05,        55.45,                  4064600.00,72000, ,        77.75,        49.00
N,SM,K2INFRA,K2 INFRAGEN LIMITED,        57.40,        55.55,        57.00,        54.75,        56.30,                  2727180.00,49200, ,       257.50,        54.75
N,SM,KKJEWELS,KABRA JEWELS LIMITED,        94.90,        94.70,        95.50,        93.50,        94.50,                   377250.00,4000, ,       265.00,        86.10
N,SM,KALANA,KALANA ISPAT LIMITED,        28.90,        28.90,        28.90,        28.90,        28.90,                   115600.00,4000, ,        55.00,        27.00
N,SM,KARNIKA,KARNIKA INDUSTRIES LTD,       176.00,       171.15,       172.00,       169.00,       169.50,                  6667850.00,39000, ,       973.00,       167.00
N,SM,KATARIA,KATARIA INDUSTRIES LTD,        98.15,        97.70,        99.10,        97.30,        97.55,                   767190.00,7800, ,       207.25,        90.50
N,SM,KLL,KAUSHALYA LOGISTICS LTD,        54.50,        54.50,        55.80,        54.50,        55.70,                   309720.00,5600, ,       143.00,        51.35
N,SM,KCEIL,KAY CEE ENERGY & INFRA L,       222.15,       225.00,       227.00,       214.15,       216.45,                 18704625.00,86000, ,       418.75,       157.00
N,SM,KAYTEX,KAYTEX FABRICS LIMITED,        96.55,       100.85,       100.85,        91.00,        91.45,                  2034920.00,21600, ,       156.90,        77.00
N,ST,KCK,KCK INDUSTRIES LTD,        33.85,        33.85,        33.85,        32.15,        33.45,                  7296000.00,220000, ,       279.75,        28.15
N,SM,KEN,KEN ENTERPRISES LIMITED,        45.90,        45.30,        47.50,        45.30,        47.00,                  1112820.00,24000, ,        85.00,        35.25
N,SM,KHFM,KHFM HOS FAC MANA SER LTD,        74.60,        73.00,        73.95,        73.00,        73.95,                   227772.50,3100, ,       123.95,        66.00
N,SM,KKVAPOW,KKV AGRO POWERS LTD.,       593.00,       512.15,       512.15,       512.15,       512.15,                    87577.65,171, ,      1072.70,       484.50
N,SM,KNAGRI,KN AGRI RESOURCES LIMITED,       239.70,       238.50,       239.40,       236.00,       236.90,                  6462820.00,27200, ,       310.00,       172.60
N,SM,KODYTECH,KODY TECHNOLAB LIMITED,       586.35,       588.00,       592.00,       567.00,       580.60,                  7722400.00,13400, ,      3488.95,       567.00
N,SM,KONSTELEC,KONSTELEC ENGINEERS LTD,        63.10,        63.10,        64.00,        63.10,        64.00,                   127100.00,2000, ,       179.00,        57.00
N,SM,KONTOR,KONTOR SPACE LIMITED,        71.00,        74.00,        74.00,        71.00,        72.95,                   305310.00,4200, ,       167.50,        58.40
N,SM,KDL,KORE DIGITAL LIMITED,       178.95,       178.00,       180.95,       175.10,       177.30,                  3274515.00,18450, ,      2346.90,       140.25
N,ST,KOTYARK,KOTYARK INDUSTRIES LTD,       280.80,       280.10,       284.00,       280.00,       281.50,                   847535.00,3000, ,      1195.00,       202.40
N,SM,KRISHCA,KRISHCA STRAPPING SLTN L,       206.85,       205.20,       208.50,       205.00,       206.95,                  1548000.00,7500, ,       384.00,       196.05
N,SM,KRISHNADEF,KRISHNA DEF AND ALD IND L,       784.65,       784.65,       805.00,       780.75,       798.20,                  8721362.50,11000, ,      1027.50,       503.00
N,SM,KEL,KUNDAN EDIFICE LIMITED,        92.35,        94.00,        97.75,        94.00,        95.05,                   924900.00,9600, ,       167.05,        81.00
N,SM,LAKSHYA,LAKSHYA POWERTECH LIMITED,       105.20,       105.00,       109.50,       105.00,       107.05,                  1368680.00,12800, ,       372.50,       102.25
N,SM,LAMOSAIC,LAMOSAIC INDIA LIMITED,        42.45,        42.65,        42.65,        42.00,        42.20,                   178290.00,4200, ,       172.20,        34.00
N,SM,LEMERITE,LE MERITE EXPORTS LIMITED,       479.55,       481.00,       481.00,       469.50,       471.35,                 19299820.00,40800, ,       496.00,       213.00
N,SM,LRRPL,LEAD REC AND RUB PROD LTD,        77.25,        77.70,        77.70,        73.40,        73.40,                  2894400.00,39000, ,       106.45,        48.60
N,SM,LLOYDS,LLOYDS LUXURIES LIMITED,        81.00,        82.00,        84.45,        75.75,        78.15,                  2234400.00,28000, ,       125.75,        64.00
G,ST,MVKAGRO,M.V.K. AGRO FOOD PROD LTD,       535.00,       524.30,       524.30,       524.30,       524.30,                  2516640.00,4800, ,       580.00,        32.05
N,SM,MACOBSTECH,MACOBS TECHNOLOGIES LTD,       207.00,       206.50,       213.75,       203.90,       207.00,                 10288920.00,49600, ,       215.00,       117.50
N,SM,MADHUSUDAN,MADHUSUDAN MASALA LIMITED,       138.85,       137.00,       138.85,       137.00,       138.85,                   275850.00,2000, ,       229.00,       127.25
N,SM,MRIL,MAHENDRA REALTO & INFRA L,        75.40,        75.50,        77.00,        75.50,        76.45,                  1712080.00,22400, ,        80.00,        49.25
N,SM,MAHICKRA,MAHICKRA CHEMICAL LIMITED,       158.30,       161.95,       161.95,       161.95,       161.95,                   121462.50,750, ,       180.00,        95.20
N,SM,MAITREYA,MAITREYA MEDICARE LIMITED,       237.00,       235.85,       247.00,       235.85,       247.00,                   193140.00,800, ,       373.95,       214.45
N,SM,MAKS,MAKS ENERGY SOL INDIA LTD,        33.00,        34.65,        34.65,        33.05,        34.50,                   827850.00,24000, ,        56.95,        25.50
N,SM,MPEL,MANAS POLYMER N ENERGIE L,       115.35,       113.80,       122.00,       112.50,       117.90,                 10437520.00,89600, ,       153.90,       100.30
N,ST,MANAV,MANAV INFRA PROJECTS LTD,        24.50,        23.30,        23.30,        23.30,        23.30,                    93200.00,4000, ,        30.35,        10.50
N,SM,MANDEEP,MANDEEP AUTO INDUSTRIES L,        25.00,        24.40,        24.40,        24.40,        24.40,                    48800.00,2000, ,        41.90,        17.80
N,SM,MAL,MANGALAM ALLOYS LIMITED,        45.95,        47.00,        48.20,        45.60,        48.20,                   839680.00,17600, ,        80.20,        26.25
N,ST,MIEL,MANGLAM INFRA & ENG LTD,        22.10,        22.10,        23.00,        22.00,        23.00,                   134200.00,6000, ,        53.60,        20.00
N,SM,MARCO,MARCO CABLE & CONDUCTOR L,        42.85,        40.50,        42.90,        40.50,        42.90,                   250800.00,6000, ,        73.00,        33.10
N,SM,MDL,MARVEL DECOR LIMITED,        95.10,        97.90,        99.90,        97.90,        99.90,                   295700.00,3000, ,       143.25,        72.95
N,SM,MASON,MASON INFRATECH LIMITED,       205.00,       202.50,       205.50,       202.00,       204.75,                  2656000.00,13000, ,       215.90,        73.50
N,SM,MASTER,MASTER COMPONENTS LIMITED,       358.00,       358.00,       358.00,       350.05,       352.15,                  1060100.00,3000, ,       425.00,       250.00
N,SM,MGSL,MATRIX GEO SOLUTIONS LTD,       105.65,       105.00,       105.00,       103.25,       103.50,                  1249320.00,12000, ,       120.00,        94.20
N,SM,MAXPOSURE,MAXPOSURE LIMITED,        51.95,        52.05,        52.05,        52.05,        52.05,                    52050.00,1000, ,       102.95,        48.30
N,SM,MAXVOLT,MAXVOLT ENERGY INDUS L,       310.90,       323.65,       334.00,       309.00,       330.65,                 75355840.00,234400, ,       334.00,       145.05
N,ST,MAYASHEEL,MAYASHEEL VENTURES LTD,        70.35,        68.60,        70.00,        68.60,        70.00,                   622800.00,9000, ,        85.00,        46.00
N,SM,MCON,MCON RASAYAN INDIA LTD,        75.95,        72.25,        76.60,        72.15,        72.45,                  1233600.00,17000, ,       229.90,        53.40
N,SM,MEDIORG,MEDICAMEN ORGANICS LTD,        37.90,        37.40,        37.40,        36.00,        37.00,                   436800.00,12000, ,        61.75,        19.60
N,SM,MEDISTEP,MEDISTEP HEALTHCARE LTD,        26.70,        26.70,        26.80,        26.40,        26.40,                   398100.00,15000, ,        53.00,        26.25
N,SM,MEGAFLEX,MEGA FLEX PLASTICS LTD,        49.65,        52.00,        52.10,        52.00,        52.10,                   468300.00,9000, ,        67.55,        40.00
N,SM,MEGATHERM,MEGATHERM INDUCTION LTD,       250.90,       250.00,       257.95,       247.95,       249.80,                  8852380.00,35200, ,       387.00,       246.05
N,SM,MICROPRO,MICROPRO SOFTWARE SOL L,        20.80,        21.30,        21.30,        20.65,        20.65,                   135280.00,6400, ,        41.65,        18.05
N,SM,MHHL,MOHINI HEALTH&HYGIENE LTD,        46.00,        47.15,        48.25,        47.15,        48.25,                   287775.00,6000, ,        86.90,        45.20
N,SM,MONOLITH,MONOLITHISCH INDIA LTD,       448.15,       443.00,       459.50,       442.00,       446.45,                 28540000.00,64000, ,       499.00,       219.45
N,SM,MOS,MOS UTILITY LIMITED,        24.90,        25.00,        25.00,        24.55,        24.70,                  1289600.00,52000, ,       321.85,        23.25
N,SM,MOXSH,MOXSH OVERSEAS EDUCON LTD,        65.00,        68.25,        68.25,        68.25,        68.25,                   873600.00,12800, ,        68.25,        25.50
N,SM,MUNISH,MUNISH FORGE LIMITED,       123.60,       124.75,       124.75,       120.00,       121.50,                 12568680.00,103200, ,       143.00,       102.00
N,ST,MYMUDRA,MY MUDRA FINCORP LIMITED,        92.35,        92.00,        94.00,        88.60,        94.00,                   550320.00,6000, ,       119.10,        51.60
N,SM,NRVANDANA,N R VANDANA TEX IND LTD,        58.80,        58.40,        59.95,        58.40,        58.80,                  2649750.00,45000, ,        61.00,        37.05
N,SM,NAMAN,NAMAN IN-STORE (INDIA) L,        83.00,        83.00,        84.95,        83.00,        84.95,                   202320.00,2400, ,       199.55,        55.75
N,SM,NAMOEWASTE,NAMO EWASTE MANAGEMENT L,       199.75,       200.10,       204.90,       185.50,       191.50,                 19030240.00,96800, ,       284.00,       127.00
N,ST,NEPHROCARE,NEPHRO CARE INDIA LIMITED,       139.00,       137.60,       139.95,       137.00,       137.50,                  1486580.00,10800, ,       262.80,        99.95
N,SM,NEPTUNE,NEPTUNE PETROCHEMICALS L,       161.05,       161.30,       162.90,       160.00,       162.90,                  2416650.00,15000, ,       186.00,       126.30
N,SM,CBAZAAR,NET AVENUE TECHNOLOGIES L,         3.60,         3.55,         3.55,         3.55,         3.55,                    28400.00,8000, ,        17.45,         3.45
N,ST,NEWJAISA,NEWJAISA TECHNOLOGIES LTD,        35.40,        36.75,        36.75,        33.65,        33.95,                   672525.00,19500, ,        93.40,        27.05
N,SM,NMSTEEL,NEWMALAYALAM STEEL LTD,        30.30,        30.50,        30.50,        30.10,        30.10,                   145440.00,4800, ,        90.00,        23.35
N,SM,NIDAN,NIDAN LABS AND HEALTH LTD,        19.50,        19.50,        19.50,        18.80,        18.85,                    95450.00,5000, ,        32.50,        16.05
N,ST,NIKITA,NIKITA PAPERS LIMITED,       140.00,       139.00,       139.65,       139.00,       139.00,                   834780.00,6000, ,       155.00,        77.15
N,SM,NIRMAN,NIRMAN AGRI GENTICS LTD,       110.80,       105.30,       105.30,       105.30,       105.30,                  1105650.00,10500, ,       456.00,       105.30
N,SM,OBSCP,OBSC PERFECTION LIMITED,       309.75,       310.00,       313.60,       309.00,       309.00,                  5590980.00,18000, ,       355.25,       110.00
N,SM,OMFURN,OMFURN INDIA LIMITED,       106.00,       108.95,       112.00,       103.60,       111.20,                 10386540.00,93600, ,       140.00,        62.00
N,SM,OLIL,ONECLICK LOGISTICS IND L,       280.65,       280.00,       284.00,       279.80,       281.55,                  2023380.00,7200, ,       300.00,        88.05
N,SM,ONYX,ONYX BIOTEC LIMITED,        40.50,        40.00,        40.50,        37.75,        40.50,                  1881500.00,48000, ,        97.45,        35.50
N,SM,OPTIVALUE,OPTIVALUE TEK CONSULT LTD,        88.75,        90.00,        94.00,        89.65,        89.70,                  3798720.00,41600, ,       107.55,        83.00
N,SM,ORIANA,ORIANA POWER LIMITED,      2906.60,      2926.00,      2959.00,      2860.00,      2938.40,                118591852.50,40800, ,      3054.20,      1000.00
N,ST,OSELDEVICE,OSEL DEVICES LIMITED,       609.85,       610.50,       620.00,       600.00,       613.85,                 10793920.00,17600, ,       657.80,       182.05
N,SM,OWAIS,OWAIS METAL & MINERAL,       488.75,       480.10,       505.35,       480.10,       498.05,                  4632765.00,9300, ,      1530.00,       400.00
N,ST,PSRAJ,P S RAJ STEELS LIMITED,       271.00,       258.00,       266.00,       258.00,       266.00,                  4452200.00,17000, ,       276.10,       122.85
N,SM,PARAGON,PARAGON FINE S.C. LTD.,        54.60,        54.60,        54.90,        54.15,        54.90,                   457440.00,8400, ,       142.40,        52.00
N,SM,PARAMATRIX,PARAMATRIX TECHNOLOGIES L,        82.50,        82.80,        83.00,        82.80,        83.00,                  1892160.00,22800, ,       111.00,        63.60
N,SM,PSFL,PARAMOUNT SPECIALI FORG L,        33.90,        33.05,        34.40,        33.05,        34.20,                   472500.00,14000, ,        78.00,        33.00
N,ST,PARIN,PARIN ENTERPRISES LIMITED,       560.00,       538.00,       561.00,       536.00,       560.50,                  2189750.00,4000, ,       566.55,       311.65
N,ST,PARTH,PARTH ELEC & ENG LTD,       272.50,       275.00,       282.85,       265.00,       266.00,                  6768120.00,24800, ,       306.40,       169.00
N,SM,PARTYCRUS,PARTY CRUISERS LIMITED,        70.15,        70.25,        70.65,        70.25,        70.50,                   563350.00,8000, ,       140.00,        65.15
N,SM,PATILAUTOM,PATIL AUTOMATION LIMITED,       177.50,       177.05,       177.05,       170.15,       173.00,                  4989660.00,28800, ,       268.90,       153.90
N,ST,PATTECH,PATTECH FITWELL TUB COM L,       137.00,       135.95,       136.35,       135.95,       136.35,                   612975.00,4500, ,       160.00,        60.10
N,SM,PELATRO,PELATRO LIMITED,       345.10,       345.60,       367.90,       340.00,       367.00,                  2543850.00,7200, ,       559.90,       270.25
N,SM,PENTAGON,PENTAGON RUBBER LIMITED,        93.60,        93.60,        93.60,        91.75,        93.00,                   463150.00,5000, ,       106.00,        50.55
N,SM,PCCL,PETRO CARBON AND CHEMI L,       185.00,       184.00,       185.00,       184.00,       185.00,                   443600.00,2400, ,       253.10,       150.00
N,SM,PHANTOMFX,PHANTOM DIGITAL EFF LTD,       234.80,       235.00,       239.30,       235.00,       237.10,                  1065540.00,4500, ,       346.75,       165.00
N,SM,PHOGLOBAL,PHOENIX OVERSEAS LIMITED,        20.35,        20.35,        20.75,        20.20,        20.45,                   163100.00,8000, ,        34.70,        16.75
N,SM,PPSL,PICTUREPOST STUDIOS LTD,        13.25,        13.50,        13.50,        13.50,        13.50,                    40500.00,3000, ,        45.60,        11.55
G,ST,POLYSIL,POLYSIL IRRIGATION SYST L,       261.70,       256.50,       256.50,       256.50,       256.50,                  1026000.00,4000, ,       289.05,        14.25
N,SM,POSITRON,POSITRON ENERGY LIMITED,       393.65,       393.65,       395.00,       388.10,       394.00,                  3774165.00,9600, ,       420.00,       225.00
N,SM,PRAMARA,PRAMARA PROMOTIONS LTD,       310.70,       311.00,       313.40,       308.50,       310.95,                  8677900.00,28000, ,       325.00,       101.05
N,SM,PRANIK,PRANIK LOGISTICS LIMITED,        83.65,        85.85,        85.85,        80.00,        82.10,                   917040.00,11200, ,       112.95,        55.25
N,SM,PRATHAM,PRATHAM EPC PROJECTS LTD,       171.60,       172.20,       178.00,       172.05,       174.90,                  2034080.00,11600, ,       262.35,       133.00
N,SM,PRECISION,PRECISION METALIKS LTD,        18.10,        17.60,        18.90,        17.60,        18.85,                   110700.00,6000, ,        55.45,        17.50
N,SM,PRLIND,PREMIER ROADLINES LIMITED,        87.75,        87.95,        89.85,        87.95,        89.00,                  2221900.00,25000, ,       139.00,        78.20
N,SM,PREMIUM,PREMIUM PLAST LIMITED,        36.55,        35.10,        35.30,        35.10,        35.30,                   211200.00,6000, ,        51.75,        26.05
N,SM,PRESSTONIC,PRESSTONIC ENGINEERING L,        69.30,        67.15,        69.45,        64.50,        66.10,                   853760.00,12800, ,       143.00,        63.20
N,SM,PRIMECAB,PRIME CABLE INDUSTRIES L,        94.05,        94.10,        98.00,        93.50,        96.00,                  7736560.00,81600, ,       101.45,        70.70
N,SM,PRITIKA,PRITIKA ENG COMPO LTD,        85.85,        86.00,        87.75,        86.00,        87.75,                   347500.00,4000, ,       210.00,        66.50
N,ST,PRIZOR,PRIZOR VIZTECH LIMITED,       353.45,       352.00,       352.00,       345.15,       345.15,                   833880.00,2400, ,       362.00,       105.10
N,SM,PROFX,PRO FX TECH LIMITED,        89.00,        89.00,        89.00,        89.00,        89.00,                   569600.00,6400, ,       136.90,        83.10
N,SM,PROLIFE,PROLIFE INDUSTRIES LTD,        93.75,        96.00,        96.00,        95.95,        95.95,                   143950.00,1500, ,       361.00,        93.75
N,SM,PROV,PROVENTUS AGROCOM LIMITED,      1137.00,      1136.00,      1151.00,      1111.00,      1151.00,                   634800.00,560, ,      1770.00,       815.10
N,SM,PULZ,PULZ ELECTRONICS LIMITED,        37.05,        35.65,        37.85,        35.65,        37.80,                   295400.00,8000, ,        97.80,        34.15
N,ST,PURPLEUTED,PURPLE UNITED SALES LTD,       560.05,       559.80,       587.95,       559.80,       587.95,                  8641050.00,15000, ,       587.95,       119.55
N,ST,PURVFLEXI,PURV FLEXIPACK LIMITED,       101.00,       103.00,       103.00,        96.10,        97.15,                   550160.00,5600, ,       225.70,        69.00
N,SM,PUSHPA,PUSHPA JEWELLERS LIMITED,       131.05,       133.00,       133.00,       131.50,       132.00,                  1453250.00,11000, ,       148.00,       106.40
N,SM,QMSMEDI,QMS MEDICAL ALLIED S LTD,       104.45,       105.75,       106.00,       102.30,       102.40,                  3044350.00,29000, ,       123.50,        72.35
N,SM,QFIL,QUALITY FOILS (INDIA) LTD,        70.50,        70.00,        70.00,        70.00,        70.00,                    70000.00,1000, ,       114.00,        60.55
N,SM,QUESTLAB,QUEST LABORATORIES LTD,        89.25,        88.00,        89.25,        88.00,        89.25,                   533940.00,6000, ,       160.00,        75.15
