MARKET,SERIES,SYMBOL,SECURITY,PREV_CL_PR,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,NET_TRDVAL,NET_TRDQTY,CORP_IND,HI_52_WK,LO_52_WK
N,SM,QUICKTOUCH,QUICKTOUCH TECHNOLOGIES L,        41.20,        42.95,        43.90,        40.30,        42.75,                   189150.00,4500, ,       130.15,        40.00
N,SM,QVCEL,QVC EXPORTS LIMITED,        32.50,        32.00,        32.10,        32.00,        32.10,                   102560.00,3200, ,        50.40,        22.20
N,SM,RILINFRA,RACHANA INFRA LTD,        36.50,        35.05,        37.60,        35.05,        36.15,                  1130325.00,31000, ,        55.65,        25.55
N,SM,RADIOWALLA,RADIOWALLA NETWORK LTD,        72.00,        66.00,        66.00,        62.00,        63.00,                  4868800.00,76800, ,       128.60,        53.85
N,SM,RCDL,RAJGOR CASTOR DERIVATI L,        23.15,        23.00,        24.75,        22.80,        24.60,                  1120350.00,48000, ,        30.85,        16.55
N,SM,RAJPUTANA,RAJPUTANA BIODIESEL LTD,       260.00,       256.10,       260.00,       255.25,       257.10,                   770250.00,3000, ,       383.85,       173.15
N,SM,RAJINDLTD,RAJPUTANA INDUSTRIES LTD,        78.10,        76.00,        79.80,        76.00,        79.15,                  1054875.00,13500, ,       101.90,        70.05
N,SM,RTL,RAMA TELECOM LIMITED,        61.10,        59.30,        59.65,        58.75,        58.75,                   709700.00,12000, ,        75.00,        58.55
N,SM,RBS,RAMDEVBABA SOLVENT LTD,       116.00,       116.25,       120.00,       116.25,       119.15,                  2287680.00,19200, ,       150.50,        99.10
N,SM,RAPPID,RAPPID VALVES (INDIA) LTD,       315.45,       316.45,       322.40,       314.05,       321.00,                  3065160.00,9600, ,       430.00,       215.20
N,SM,RBMINFRA,RBM INFRACON LIMITED,       416.60,       401.60,       415.00,       393.00,       404.75,                  9778390.00,24200, ,       930.00,       249.85
N,ST,READYMIX,READYMIX CONSTRU MACHI L,       142.05,       143.00,       145.80,       143.00,       144.90,                   433700.00,3000, ,       175.00,        55.20
N,SM,REFRACTORY,REFRACTORY SHAPES LIMITED,        46.45,        48.75,        48.75,        48.75,        48.75,                  1267500.00,26000, ,       128.95,        39.00
N,SM,REMUS,REMUS PHARMACEUTICALS L,       655.70,       656.00,       679.00,       630.00,       671.50,                  3133060.00,4800, ,      2770.00,       630.00
N,SM,RNPL,RENOL POLYCHEM LIMITED,        74.90,        82.90,        82.90,        72.60,        75.00,                  2283240.00,30000, ,       105.00,        69.00
N,ST,REXPIPES,REX PIPES AND CABLES LTD,       169.65,       162.00,       162.00,       162.00,       162.00,                   324000.00,2000, ,       171.00,        57.00
N,SM,REXPRO,REXPRO ENTERPRISES LTD,        78.70,        75.05,        78.95,        75.05,        77.50,                   541600.00,7000, ,       120.00,        70.05
N,SM,RICHA,RICHA INFO SYSTEMS LTD,        84.00,        88.20,        88.20,        88.20,        88.20,                   441000.00,5000, ,       102.05,        50.00
N,SM,RITEZONE,RITE ZONE CHEMCON IND LTD,        31.30,        32.90,        33.70,        30.35,        31.00,                   518400.00,16000, ,        51.50,        19.85
N,SM,RNFI,RNFI SERVICES LIMITED,       357.00,       358.15,       362.80,       352.00,       354.00,                 10725420.00,30000, ,       404.00,       110.05
N,SM,ROCKINGDCE,ROCKINGDEALS CIRCU ECO L,       258.25,       190.00,       215.95,       190.00,       203.80,                  4755500.00,23500,XR,       650.00,       160.55
N,SM,ROXHITECH,ROX HI TECH LIMITED,        48.20,        49.60,        50.10,        46.05,        46.60,                  1904080.00,40000, ,       128.50,        35.05
N,SM,RULKA,RULKA ELECTRICALS LIMITED,       120.80,       124.00,       124.00,       120.80,       122.50,                   292260.00,2400, ,       443.90,       113.10
N,SM,SATECH,S A TECH SOFTWARE INDIA L,        53.25,        53.25,        53.25,        51.60,        51.65,                   730050.00,14000, ,       161.60,        45.00
N,SM,SDREAMS,S D RETAIL LIMITED,       107.00,       110.00,       110.00,       107.10,       107.10,                   325200.00,3000, ,       215.00,        86.35
N,SM,SJLOGISTIC,S J LOGISTICS (INDIA) LTD,       350.80,       353.90,       358.95,       351.00,       353.25,                  4507362.50,12750, ,       725.00,       348.05
N,ST,SAAKSHI,SAAKSHI MEDTEC N PANELS L,       159.25,       159.25,       167.20,       159.25,       167.20,                 28164870.00,174000, ,       255.00,       118.00
N,SM,SACHEEROME,SACHEEROME LIMITED,       218.00,       223.50,       226.00,       219.95,       224.35,                 14382000.00,64800, ,       247.00,       140.50
N,SM,SADHAV,SADHAV SHIPPING LIMITED,       109.35,       108.95,       115.00,       108.95,       114.25,                  3833430.00,34200, ,       173.80,        76.95
N,SM,SAFEENTP,SAFE ENTER RETAIL FIX LTD,       186.95,       188.00,       193.50,       186.25,       192.50,                  7981650.00,42000, ,       249.25,       151.00
N,SM,SAHAJSOLAR,SAHAJ SOLAR LIMITED,       218.10,       216.05,       220.95,       213.70,       215.20,                  4151180.00,19200, ,       610.00,       194.00
N,SM,SAHANA,SAHANA SYSTEM LIMITED,      1021.50,      1021.50,      1038.95,      1017.00,      1017.35,                  2935400.00,2875, ,      2135.00,       911.30
N,SM,SAHASRA,SAHASRA ELECTRONIC SOLU L,       261.85,       264.00,       264.00,       258.00,       261.00,                  8563340.00,32800, ,      1013.00,       227.50
N,SM,SAMAY,SAMAY PROJECT SERVICES L,        50.45,        50.45,        50.45,        48.00,        49.20,                  3358800.00,68000, ,        51.30,        28.80
N,SM,SAIFL,SAMEERA AGRO AND INFRA L,        14.75,        15.20,        15.20,        15.10,        15.10,                   181600.00,12000, ,       111.90,        14.45
N,SM,SANGANI,SANGANI HOSPITALS LIMITED,        64.45,        63.00,        63.00,        61.25,        61.25,                   924150.00,15000, ,        81.00,        48.50
N,SM,SARTELE,SAR TELEVENTURE LIMITED,       175.45,       174.00,       175.00,       165.50,       171.05,                 14519075.00,85500, ,       375.00,       162.00
N,ST,SAROJA,SAROJA PHARMA INDUS IND L,        42.70,        43.15,        43.15,        43.15,        43.15,                    69040.00,1600, ,        61.95,        34.00
N,SM,SATKARTAR,SAT KARTAR SHOPPING LTD,       184.00,       186.95,       186.95,       178.05,       179.90,                  2613600.00,14400, ,       241.95,       130.20
N,SM,SSEGL,SATHLOKHAR SYN E&C GLOB L,       522.25,       525.00,       535.00,       522.05,       529.20,                 43081350.00,81600, ,       570.00,       312.00
N,SM,SATIPOLY,SATI POLY PLAST LIMITED,        70.35,        72.00,        72.00,        70.10,        71.00,                   530750.00,7500, ,       268.70,        60.15
N,SM,SATTVAENGG,SATTVA ENGINEERING CSTN L,        83.00,        82.55,        82.55,        82.50,        82.50,                   396160.00,4800, ,       118.90,        80.30
N,SM,SAVY,SAVY INFRA AND LOGI LTD,       139.50,       139.15,       167.40,       139.15,       167.05,                 92993940.00,582000, ,       167.40,       121.00
N,SM,SAWALIYA,SAWALIYA FOOD PRODUCTS L,       220.35,       220.00,       220.00,       219.00,       219.00,                   790800.00,3600, ,       301.00,       208.00
N,SM,SELLOWRAP,SELLOWRAP INDUSTRIES LTD,       104.70,       100.15,       104.20,        99.95,       103.80,                  7101200.00,70400, ,       139.65,        85.05
N,SM,SERVICE,SERVICE CARE LIMITED,        47.50,        47.10,        47.10,        46.00,        46.00,                   186200.00,4000, ,        94.75,        39.60
N,SM,SHANTHALA,SHANTHALA FMCG PRODUCTS L,        26.50,        27.15,        31.80,        27.15,        31.80,                   574140.00,19200, ,        61.00,        20.40
N,ST,SCML,SHARP CHUCKS N MACHINES L,       141.40,       141.80,       142.00,       134.35,       141.55,                 15756700.00,113000, ,       148.00,        68.05
N,SM,SHEEL,SHEEL BIOTECH LIMITED,        82.00,        80.00,        80.00,        78.50,        79.00,                  1736300.00,22000, ,        95.55,        76.00
N,SM,SHEETAL,SHEETAL UNIVERSAL LIMITED,       141.65,       142.10,       143.00,       142.10,       142.50,                  1427200.00,10000, ,       145.00,        59.50
N,SM,SHERA,SHERA ENERGY LIMITED,       123.55,       126.95,       128.00,       125.50,       128.00,                  2656600.00,21000, ,       233.50,       121.05
N,SM,SHIGAN,SHIGAN QUANTUM TECH LTD,        66.10,        62.10,        65.00,        62.05,        65.00,                  1423725.00,22500, ,       131.80,        61.50
N,SM,SPCL,SHIVALIC POWER CONTROL L,       102.90,       102.70,       103.90,       100.00,       100.70,                  3709800.00,36600, ,       279.00,        93.00
N,SM,SHIVASHRIT,SHIVASHRIT FOODS LIMITED,       130.00,       132.95,       133.00,       130.10,       130.10,                  3045100.00,23000, ,       148.50,       118.00
N,SM,SHREEKARNI,SHREE KARNI FABCOM LTD,       575.00,       570.00,       570.00,       560.00,       560.00,                   763800.00,1350, ,       852.90,       480.00
N,SM,SHREEOSFM,SHREE OSFM E-MOBILITY LTD,       106.35,       106.65,       109.25,       106.65,       107.75,                   971250.00,9000, ,       176.00,        82.70
N,SM,TIRUPATI,SHREE TIRUPATI BALAJEE,       798.00,       798.00,       823.00,       798.00,       822.80,                 12033250.00,14625, ,       997.00,       452.95
N,ST,SHRIAHIMSA,SHRI AHIMSA NATURALS LTD,       258.65,       255.00,       255.00,       245.75,       245.75,                 28620240.00,115200, ,       264.20,       126.50
N,SM,SHKSIL,SHRI HARE-KRI SPO IRON L,        60.10,        60.20,        63.00,        60.20,        63.00,                   614100.00,10000, ,        84.00,        54.05
N,SM,SHRITECH,SHRI TECHTEX LIMITED,        72.80,        72.70,        72.80,        72.70,        72.80,                  1018700.00,14000, ,        95.50,        56.00
N,SM,SHUBHLAXMI,SHUBHLAXMI JEWEL ART LTD,        14.50,        13.80,        15.20,        13.80,        15.15,                   117000.00,8000, ,        36.55,        13.35
N,SM,SHUBHSHREE,SHUBHSHREE BIOFUELS ENE L,       412.95,       418.95,       420.30,       418.95,       419.95,                  2014830.00,4800, ,       494.95,       237.00
N,SM,SIDDHICOTS,SIDDHI COTSPIN LIMITED,        33.85,        34.40,        34.40,        33.60,        33.80,                  3862080.00,114000, ,        86.40,        33.10
N,SM,SIDDHIKA,SIDDHIKA COATINGS LIMITED,       220.50,       231.50,       231.50,       231.45,       231.50,                  1388850.00,6000, ,       231.50,       126.00
N,SM,SIGNORIA,SIGNORIA CREATION LIMITED,        76.30,        76.30,        76.30,        76.30,        76.30,                    76300.00,1000, ,       177.00,        60.00
N,SM,SILKY,SILKY OVERSEAS LIMITED,       140.00,       138.00,       138.00,       138.00,       138.00,                  3312000.00,24000, ,       171.00,       103.00
N,SM,SKP,SKP BEARING INDUSTRI. LTD,       220.05,       220.80,       227.35,       220.80,       225.00,                   450025.00,2000, ,       264.95,       190.00
N,SM,SMARTEN,SMARTEN POWER SYSTEMS LTD,        92.70,        94.00,        94.00,        89.30,        90.05,                  3936300.00,43200, ,       157.95,        80.75
N,SM,SNEHAA,SNEHAA ORGANICS LIMITED,        78.55,        79.95,        80.80,        77.75,        79.15,                  1737950.00,22000, ,       122.00,        77.10
N,SM,SONAMAC,SONA MACHINERY LIMITED,        72.05,        70.10,        73.95,        70.10,        73.90,                   506000.00,7000, ,       167.00,        67.00
N,SM,SONUINFRA,SONU INFRATECH LIMITED,       102.00,       102.40,       106.90,        97.25,       103.60,                  5965050.00,58500, ,       145.00,        51.50
N,SM,SOTAC,SOTAC PHARMACEUTICALS LTD,       128.00,       125.00,       125.00,       125.00,       125.00,                   150000.00,1200, ,       152.35,        88.05
N,SM,SPECTSTM,SPECTRUM TALENT MGMT LTD,        95.75,        96.50,        96.50,        96.50,        96.50,                    77200.00,800, ,       216.00,        90.20
N,SM,SPPPOLY,SPP POLYMER LIMITED,        17.50,        16.90,        17.50,        16.90,        17.20,                   172500.00,10000, ,        41.50,        13.25
N,SM,SPUNWEB,SPUNWEB NONWOVEN LIMITED,       146.00,       140.00,       144.00,       137.10,       143.85,                 23147940.00,164400, ,       173.55,       130.50
N,SM,SSFL,SRIVARI SPICES N FOODS L,       136.00,       136.00,       136.00,       132.00,       132.00,                  1132200.00,8500, ,       258.15,       130.00
N,SM,SRIVASAVI,SRIVASAVI ADHESIVE TAPE L,        59.50,        57.25,        57.95,        57.05,        57.95,                   632500.00,11000, ,       138.00,        55.00
N,SM,STUDIOLSD,STUDIO LSD LIMITED,        19.00,        19.20,        19.25,        18.80,        19.05,                   609200.00,32000, ,        43.20,        18.65
N,SM,SUBAHOTELS,SUBA HOTELS LIMITED,       173.65,       173.50,       183.20,       173.50,       181.45,                 46085040.00,256800, ,       200.00,       154.20
N,SM,SEL,SUNGARNER ENERGIES LTD,       260.00,       260.00,       260.00,       245.05,       260.00,                   604140.00,2400, ,       644.60,       211.00
N,SM,SUNLITE,SUNLITE RECYCLING IND LTD,       182.00,       164.95,       189.95,       164.95,       186.15,                  3913860.00,21600, ,       197.00,        91.00
N,SM,SUNREST,SUNREST LIFESCIENCE LTD,        42.00,        42.00,        50.00,        42.00,        49.00,                  2455360.00,49600, ,        75.00,        40.15
N,SM,SUNTECH,SUNTECH INFRA SOLUTIONS L,        54.85,        53.70,        54.75,        52.95,        54.20,                  1452320.00,27200, ,       110.00,        46.55
N,SM,SFML,SUPREME FACILITY MGMT LTD,        40.40,        40.00,        41.00,        39.40,        41.00,                   321600.00,8000, ,        75.00,        27.40
N,SM,SUPREMEPWR,SUPREME POWER EQUIPMENT L,       211.40,       213.00,       214.40,       205.15,       209.50,                 11531550.00,55000, ,       256.90,       100.00
N,SM,SURANI,SURANI STEEL TUBES LTD.,        86.00,        86.00,        86.00,        84.00,        85.00,                   119200.00,1400, ,       265.80,        75.10
N,SM,SWARAJ,SWARAJ SUITING LIMITED,       195.00,       195.05,       196.00,       195.00,       195.30,                  2440300.00,12500, ,       295.00,       138.50
N,SM,SWASTIK,SWASTIK PIPE LIMITED,        31.20,        32.40,        32.40,        30.55,        31.70,                   264660.00,8400, ,        64.90,        28.30
N,SM,SYLVANPLY,SYLVAN PLYBOARD (INDIA) L,        66.00,        66.00,        66.00,        66.00,        66.00,                   264000.00,4000, ,       104.00,        55.00
N,SM,SYSTANGO,SYSTANGO TECHNOLOGIES LTD,       234.95,       235.00,       236.95,       231.50,       234.75,                  1774080.00,7600, ,       301.30,       192.25
N,ST,TAC,TAC INFOSEC LIMITED,       776.90,       774.95,       780.00,       749.00,       755.55,                 43868370.00,58000, ,      1697.00,       673.35
N,ST,TANKUP,TANKUP ENGINEERS LIMITED,       492.10,       515.95,       516.70,       515.95,       516.70,                  4129950.00,8000, ,       516.70,       152.55
N,ST,TAPIFRUIT,TAPI FRUIT PROCESSING LTD,        96.00,        91.25,        98.00,        91.25,        98.00,                   210375.00,2250, ,       122.00,        70.30
N,ST,TAURIAN,TAURIAN MPS LIMITED,       310.80,       304.00,       306.00,       298.05,       300.15,                 10148600.00,33600, ,       425.00,       210.00
N,SM,TBI,TBI CORN LIMITED,        89.30,        89.00,        89.00,        88.00,        88.60,                  1327620.00,15000, ,       222.50,        75.20
N,ST,TECHD,TECHD CYBERSECURITY LTD,       667.35,       700.70,       700.70,       667.35,       694.10,                 61942530.00,89400, ,       794.00,       366.70
N,ST,TECHERA,TECHERA ENGINEER (IND) L,       310.20,       316.40,       325.70,       315.55,       325.45,                 40717920.00,125600, ,       325.70,       115.60
N,SM,TGL,TEERTH GOPICON LIMITED,        45.60,        45.35,        47.50,        45.35,        46.40,                  1702790.00,36600, ,       660.00,        43.60
N,ST,TEJASCARGO,TEJAS CARGO INDIA LIMITED,       293.50,       304.00,       304.00,       304.00,       304.00,                  1945600.00,6400, ,       327.00,       141.05
N,SM,TCL,THAAI CASTING LIMITED,       130.00,       131.00,       132.00,       130.50,       130.85,                  1569880.00,12000, ,       184.00,        77.15
N,SM,THESL,THINKING HATS ENTER SOL L,        36.00,        34.20,        34.25,        34.20,        34.20,                   513300.00,15000, ,        56.00,        25.70
N,SM,TIMESCAN,TIMESCAN LOGISTICS IND L,        52.85,        52.60,        52.60,        52.60,        52.60,                   105200.00,2000, ,        78.20,        38.40
N,SM,TRANSTEEL,TRANSTEEL SEATING TECH L,       125.90,       130.00,       130.00,       124.00,       124.40,                 15141300.00,120000, ,       147.10,        42.00
N,SM,TRANSWIND,TRANSWIND INFRA LIMITED,        16.65,        15.85,        15.85,        15.85,        15.85,                    63400.00,4000, ,        28.40,        12.70
N,SM,TECHLABS,TRIDENT TECHLABS LIMITED,       454.30,       454.00,       460.00,       441.00,       446.45,                  4908962.50,10875, ,      1670.00,       401.05
N,SM,TRIDHYA,TRIDHYA TECH LIMITED,        15.70,        15.15,        16.30,        15.15,        16.00,                   142350.00,9000, ,        44.40,        14.85
N,SM,TROM,TROM INDUSTRIES LIMITED,        94.00,        95.00,        98.00,        95.00,        96.65,                   464610.00,4800, ,       280.00,        90.50
N,ST,TRUST,TRUST FINTECH LIMITED,        61.00,        61.00,        64.05,        61.00,        64.05,                  1327290.00,21000, ,       220.80,        42.70
N,SM,TSC,TSC INDIA LIMITED,        61.00,        60.00,        60.00,        59.00,        59.75,                  1917500.00,32000, ,        79.30,        56.00
N,SM,TUNWAL,TUNWAL E-MOTORS LIMITED,        31.10,        31.00,        31.00,        30.75,        30.75,                  1171700.00,38000, ,        52.40,        27.25
N,SM,UMA,UMA CONVERTER LIMITED,        22.90,        22.65,        22.65,        22.65,        22.65,                    90600.00,4000, ,        45.05,        22.55
N,SM,UNIHEALTH,UNIHEALTH HOSPITALS LTD,       169.85,       169.85,       173.70,       169.00,       171.85,                  4289850.00,25000, ,       191.00,       120.00
N,SM,UNILEX,UNILEX COLOURS AND CHEM L,        41.00,        40.50,        40.50,        40.50,        40.50,                    64800.00,1600, ,        89.00,        38.50
N,SM,UHTL,UNITED HEAT TRANSFER LTD,        83.70,        82.75,        83.25,        82.35,        83.00,                  1489800.00,18000, ,       128.70,        51.50
N,ST,USASEEDS,UPSURGE SEEDS OF AGRI LTD,       179.00,       178.00,       178.00,       171.00,       171.00,                   222560.00,1284, ,       314.40,       130.70
N,SM,URBAN,URBAN ENVIRO WASTE MGMT L,       161.70,       160.10,       162.95,       160.00,       160.00,                  1934400.00,12000, ,       695.15,       136.05
N,SM,UTSSAV,UTSSAV CZ GOLD JEWELS LTD,       221.05,       221.05,       236.00,       214.90,       234.15,                 88714560.00,390000, ,       315.25,       145.05
N,SM,VMARCIND,V MARC INDIA LIMITED,       572.40,       573.00,       581.60,       573.00,       580.50,                  4041375.00,7000, ,       630.00,       200.30
N,SM,VR,V R INFRASPACE LIMITED,       196.05,       209.95,       209.95,       209.95,       209.95,                    83980.00,400, ,       345.00,       164.00
N,SM,VLINFRA,V.L.INFRAPROJECTS LIMITED,        32.55,        32.50,        32.50,        31.15,        31.95,                   666525.00,21000, ,        68.00,        31.00
N,SM,MADHAVBAUG,VAIDYA SANE AYUR LAB LTD,       272.00,       268.05,       275.00,       268.05,       274.95,                  1636820.00,6000, ,       313.00,        81.10
N,SM,DENTALKART,VASA DENTICITY LIMITED,       604.05,       606.15,       613.80,       601.70,       603.85,                  3480550.00,5750, ,       840.00,       533.00
N,SM,VDEAL,VDEAL SYSTEM LIMITED,       229.00,       229.00,       229.00,       229.00,       229.00,                   549600.00,2400, ,       240.00,       100.25
N,SM,VEEKAYEM,VEEKAYEM FASH & APP LTD,       302.00,       273.00,       285.00,       273.00,       280.00,                  2065475.00,7500, ,       318.00,       212.60
N,ST,VERTEXPLUS,VERTEXPLUS TECHNOLOGIES L,       123.80,       121.50,       121.50,       117.65,       117.65,                   943080.00,7800, ,       149.80,        73.40
N,ST,VIAZ,VIAZ TYRES LIMITED,        82.50,        79.00,        79.00,        78.40,        78.40,                   471600.00,6000, ,        99.55,        49.30
N,SM,VIGOR,VIGOR PLAST INDIA LIMITED,        83.50,        82.95,        83.50,        82.95,        83.50,                   399920.00,4800, ,        98.00,        81.65
N,SM,VIJAYPD,VIJAYPD CEUTICAL LIMITED,        39.70,        39.75,        44.00,        37.50,        43.45,                 36412000.00,868000, ,        55.50,        35.00
N,SM,VILAS,VILAS TRANSCORE LIMITED,       459.20,       465.80,       471.70,       450.00,       456.50,                 13040887.50,28500, ,       673.70,       291.00
N,SM,VINSYS,VINSYS IT SERVICES IND LT,       390.00,       380.00,       389.95,       380.00,       389.95,                   764975.00,2000, ,       475.00,       300.00
N,SM,VINYAS,VINYAS INNOVATIVE TECH L,      1181.75,      1190.00,      1209.95,      1190.00,      1190.00,                  1673390.00,1400, ,      1440.00,       575.80
N,SM,VGINFOTECH,VIRTUAL GALAXY INFOTECH L,       153.60,       156.90,       156.90,       153.95,       156.35,                  2021750.00,13000, ,       208.00,       146.00
N,ST,VISAMAN,VISAMAN GLOBAL SALES LTD,       118.00,       123.00,       123.00,       116.00,       116.00,                   717000.00,6000, ,       129.30,        34.00
N,SM,VISHNUINFR,VISHNUSURYA PROJ N INFR L,       159.00,       160.25,       160.25,       159.75,       159.75,                   719600.00,4500, ,       306.00,       154.05
N,SM,VIESL,VISION INFRA EQUIP SOL L,       235.45,       232.50,       238.25,       232.50,       237.30,                  6066840.00,25600, ,       249.90,       111.95
N,SM,VITAL,VITAL CHEMTECH LIMITED,        57.95,        59.70,        60.80,        59.70,        60.75,                   796620.00,13200, ,        80.90,        48.10
N,SM,VIVIANA,VIVIANA POWER TECH LTD,      1670.15,      1660.00,      1696.65,      1660.00,      1674.60,                  6936225.00,4125, ,      1860.00,       598.00
N,SM,VIVO,VIVO COLLAB SOLUTIONS LTD,        76.05,        76.05,        76.05,        76.05,        76.05,                   121680.00,1600, ,        84.90,        62.00
N,ST,VOLERCAR,VOLER CAR LIMITED,       238.00,       240.00,       240.00,       238.00,       238.00,                  1526400.00,6400, ,       249.90,        77.40
N,SM,WINSOL,WINSOL ENGINEERS LIMITED,       190.45,       190.00,       191.80,       185.00,       187.30,                  1568180.00,8400, ,       330.00,       155.00
N,ST,WTICAB,WISE TRAVEL INDIA LIMITED,       154.15,       153.90,       159.90,       153.90,       159.80,                  1349575.00,8500, ,       270.80,       115.20
N,SM,WOL3D,WOL 3D INDIA LIMITED,       117.10,       115.65,       125.95,       115.65,       120.60,                   968500.00,8000, ,       174.50,        97.00
N,SM,WOMANCART,WOMANCART LIMITED,       287.70,       292.00,       303.70,       251.35,       274.20,                 93853600.00,339600, ,       437.15,       211.15
N,ST,YASHOPTICS,YASH OPTICS & LENS LTD,       133.95,       130.70,       133.90,       130.00,       132.80,                  5277760.00,40000, ,       153.50,        72.60
N,SM,YUDIZ,YUDIZ SOLUTIONS LIMITED,        31.00,        29.80,        31.00,        29.80,        31.00,                   121920.00,4000, ,        88.45,        27.40
N,SM,ZTECH,Z-TECH (INDIA) LIMITED,       548.90,       564.00,       570.50,       553.00,       557.40,                 15633495.00,27900, ,       731.15,       326.40
N,SM,ZEAL,ZEAL GLOBAL SERVICES LTD,       114.00,       116.00,       116.00,       116.00,       116.00,                    69600.00,600, ,       210.00,       101.00
N,SM,ZENITHDRUG,ZENITH DRUGS LIMITED,        64.80,        64.80,        64.80,        63.25,        63.25,                   255520.00,4000, ,       112.95,        47.15
